MF Code,incept_date,schemecode,sdx_returns,sharpex_returns,sotinox_returns,betax_returns,alphax_returns,treynorx_returns,sdy_returns,sharpey_returns,sotinoy_returns,betay_returns,alphay_returns,treynory_returns,rank_sd,rank_sharpe,rank_sotino,rank_beta,rank_alpha,rank_treynor,index_name,s_name,avg_std_dev,avg_sharpe,avg_sotino,avg_beta,avg_alpha,avg_treyno,no_of_funds_total
Invesco India Contra Fund(G),2007-04-11,2169,14.28,2.65,3.82,1.0,18.5,37.95,0.9,0.17,0.24,1.0,0.07,0.15,12,15,15,13,15,16,BSE 500 - TRI,Invesco India Contra Fund(G),14.66,2.73,4.02,0.97,21.01,41.19,22
SBI Overnight Fund-Reg(G),2002-09-24,2787,0.01,217.6,13.06,0.0,1.69,28377.97,0.0,13.71,0.82,0.0,0.01,112.61,1,1,14,17,30,12,CRISIL Liquid Overnight Index,SBI Overnight Fund-Reg(G),0.04,130.22,16.28,0.0,1.88,15979.3,32
Nippon India ELSS Tax Saver Fund(G),2005-09-21,2667,14.43,2.55,3.64,1.01,17.29,36.51,0.91,0.16,0.23,1.01,0.07,0.14,41,19,24,54,28,33,NIFTY 500 - TRI,Nippon India ELSS Tax Saver Fund(G),13.47,2.44,3.64,0.88,15.78,37.67,59
Kotak Bond Short Term Fund(G),2002-05-02,1971,0.83,4.74,8.65,0.09,3.63,42.18,0.05,0.3,0.55,0.09,0.01,0.17,21,20,21,21,14,20,Nifty Short Duration Debt Index,Kotak Bond Short Term Fund(G),0.75,5.09,8.81,0.08,3.48,283.0,26
ICICI Pru Flexicap Fund(G),2021-07-19,45492,11.64,2.81,4.59,0.8,17.21,40.98,0.73,0.18,0.29,0.8,0.07,0.16,4,7,4,3,14,10,BSE 500 - TRI,ICICI Pru Flexicap Fund(G),13.55,2.43,3.62,0.92,15.34,35.98,41
HSBC Small Cap Fund-Reg(G),2014-05-12,22139,15.72,2.79,4.07,0.8,28.3,54.53,0.99,0.18,0.26,0.8,0.11,0.22,18,9,5,18,7,5,Nifty Smallcap 250 - TRI,HSBC Small Cap Fund-Reg(G),15.05,2.66,3.8,0.79,24.98,51.05,24
HDFC ELSS Tax saver(G),1996-03-31,1329,11.96,3.15,4.95,0.86,20.97,43.72,0.75,0.2,0.31,0.86,0.08,0.17,15,3,4,22,15,15,NIFTY 500 - TRI,HDFC ELSS Tax saver(G),13.47,2.44,3.64,0.88,15.78,37.67,59
Bandhan Liquid Fund-Reg(G),2004-04-02,1032,0.07,28.98,14.86,0.0,2.04,35718.35,0.0,1.83,0.94,0.0,0.01,141.74,18,17,31,12,31,2,Nifty Liquid Fund Index,Bandhan Liquid Fund-Reg(G),0.09,27.68,17.28,0.0,2.25,6474.33,36
HDFC Floating Rate Debt Fund(G),2007-10-23,3728,0.47,11.15,21.21,0.03,5.14,203.11,0.03,0.7,1.34,0.03,0.02,0.81,5,3,5,9,5,8,CRISIL Short Duration Debt Index,HDFC Floating Rate Debt Fund(G),0.64,9.03,18.16,0.04,4.81,577.18,13
HDFC Ultra Short Term Fund-Reg(G),2018-09-24,39949,0.29,15.17,31.26,0.0,4.46,2873.66,0.02,0.96,1.97,0.0,0.02,11.4,13,4,2,13,8,13,CRISIL Ultra Short Term Debt Index,HDFC Ultra Short Term Fund-Reg(G),0.29,14.25,29.65,0.0,4.17,3126.09,24
Bandhan Banking & PSU Debt Fund-Reg(G),2013-03-07,20747,0.68,5.64,10.27,0.06,3.65,60.93,0.04,0.36,0.65,0.06,0.01,0.24,10,12,13,8,17,10,NIFTY Banking and PSU Debt Index,Bandhan Banking & PSU Debt Fund-Reg(G),0.78,5.39,9.93,0.08,3.74,76.05,26
HDFC Index Fund-NIFTY 50 Plan(G)(Post Addendum),2002-07-17,12633,12.8,1.75,2.71,0.99,3.23,22.63,0.81,0.11,0.17,0.99,0.01,0.09,23,70,67,49,68,69,NIFTY 50 - TRI,HDFC Index Fund-NIFTY 50 Plan(G)(Post Addendum),15.55,2.33,3.49,0.99,17.73,37.71,95
UTI Money Market Fund-Reg(G),2009-07-09,7914,0.32,15.17,31.39,0.0,4.86,2930.76,0.02,0.96,1.98,0.0,0.02,11.63,16,4,1,12,2,8,CRISIL Money Market Index,UTI Money Market Fund-Reg(G),0.31,14.55,30.29,0.0,4.49,2345.68,21
DSP Liquidity Fund-Reg(G),2005-11-22,708,0.07,29.27,14.91,0.0,2.07,11224.81,0.0,1.84,0.94,0.0,0.01,44.54,14,15,26,20,18,15,CRISIL Liquid Debt Index,DSP Liquidity Fund-Reg(G),0.09,27.68,17.28,0.0,2.25,6474.33,36
HDFC Multi Cap Fund-Reg(G),2021-12-10,46093,14.06,2.83,4.09,0.93,21.75,42.76,0.89,0.18,0.26,0.93,0.09,0.17,21,10,12,19,11,12,Nifty500 Multicap 50:25:25 - TRI,HDFC Multi Cap Fund-Reg(G),13.67,2.56,3.79,0.9,17.47,38.98,33
Bandhan Corp Bond Fund-Reg(G),2016-01-12,31896,0.56,7.38,11.64,0.03,4.03,147.87,0.04,0.46,0.73,0.03,0.02,0.59,2,1,3,1,6,1,NIFTY Corporate Bond Index,Bandhan Corp Bond Fund-Reg(G),0.79,5.23,9.13,0.08,3.79,56.06,21
DSP Small Cap Fund-Reg(G),2007-06-14,714,14.76,2.33,3.39,0.72,20.44,47.91,0.93,0.15,0.21,0.72,0.08,0.19,11,22,22,6,20,18,BSE 250 Small Cap - TRI,DSP Small Cap Fund-Reg(G),15.05,2.66,3.8,0.79,24.98,51.05,24
Axis Banking & PSU Debt Fund-Reg(G),2012-06-08,16903,0.66,5.82,10.51,0.06,3.68,68.07,0.04,0.37,0.66,0.06,0.01,0.27,9,8,10,7,15,7,NIFTY Banking and PSU Debt Index,Axis Banking & PSU Debt Fund-Reg(G),0.78,5.39,9.93,0.08,3.74,76.05,26
Aditya Birla SL Savings Fund-Reg(G),2003-04-16,468,0.32,14.66,30.01,0.0,4.71,5840.86,0.02,0.92,1.89,0.0,0.02,23.18,23,10,12,4,1,2,NIFTY Ultra Short Duration Debt Index,Aditya Birla SL Savings Fund-Reg(G),0.29,14.25,29.65,0.0,4.17,3126.09,24
BHARAT Bond ETF - April 2031,2020-07-27,45008,1.32,2.96,4.53,0.11,3.6,35.76,0.08,0.19,0.29,0.11,0.01,0.14,9,9,10,8,9,7,NIFTY BHARAT Bond Index - April 2031,BHARAT Bond ETF - April 2031,1.28,6.42,10.5,0.21,3.44,729.47,17
ICICI Pru Large & Mid Cap Fund(G),1998-07-09,1608,12.18,3.11,4.74,0.84,21.75,45.41,0.77,0.2,0.3,0.84,0.09,0.18,4,2,1,4,7,5,NIFTY LargeMidcap 250 - TRI,ICICI Pru Large & Mid Cap Fund(G),14.14,2.59,3.77,0.92,18.57,39.45,26
Axis Focused Fund-Reg(G),2012-06-29,15557,12.06,1.79,2.84,0.8,5.97,26.84,0.76,0.11,0.18,0.8,0.02,0.11,7,32,30,5,32,31,NIFTY 500 - TRI,Axis Focused Fund-Reg(G),13.67,2.56,3.79,0.9,17.47,38.98,33
ICICI Pru ELSS Tax Saver Fund(G),1999-08-19,1694,11.23,2.39,3.75,0.81,11.26,33.34,0.71,0.15,0.24,0.81,0.04,0.13,4,34,20,15,45,39,NIFTY 500 - TRI,ICICI Pru ELSS Tax Saver Fund(G),13.47,2.44,3.64,0.88,15.78,37.67,59
HDFC Short Term Debt Fund(G),2010-06-25,11925,0.73,6.22,11.23,0.08,4.31,57.66,0.05,0.39,0.71,0.08,0.02,0.23,10,2,3,11,3,3,CRISIL Short Duration Debt Index,HDFC Short Term Debt Fund(G),0.75,5.09,8.81,0.08,3.48,283.0,26
Canara Rob Bluechip Equity Fund-Reg(G),2010-08-20,8217,12.24,2.14,3.27,0.93,8.16,28.17,0.77,0.13,0.21,0.93,0.03,0.11,12,22,22,14,26,27,BSE 100 - TRI,Canara Rob Bluechip Equity Fund-Reg(G),13.14,2.23,3.38,0.94,11.11,31.2,36
Kotak Savings Fund(G),2004-08-13,1995,0.3,14.38,29.24,0.0,4.28,1438.19,0.02,0.91,1.84,0.0,0.02,5.71,16,12,15,22,11,22,NIFTY Ultra Short Duration Debt Index,Kotak Savings Fund(G),0.29,14.25,29.65,0.0,4.17,3126.09,24
Aditya Birla SL Floating Rate Fund(G),2009-03-25,7727,0.41,11.97,22.01,0.02,4.81,280.4,0.03,0.75,1.39,0.02,0.02,1.11,2,2,4,3,7,4,NIFTY Low Duration Debt Index,Aditya Birla SL Floating Rate Fund(G),0.64,9.03,18.16,0.04,4.81,577.18,13
Franklin India Smaller Cos Fund(G),2006-01-13,952,14.83,3.21,4.63,0.8,32.21,59.82,0.93,0.2,0.29,0.8,0.13,0.24,12,2,2,15,4,2,Nifty Smallcap 250 - TRI,Franklin India Smaller Cos Fund(G),15.05,2.66,3.8,0.79,24.98,51.05,24
SBI Short Term Debt Fund-Reg(G),2007-07-26,2843,0.7,5.72,10.5,0.07,3.75,56.07,0.04,0.36,0.66,0.07,0.01,0.22,6,6,7,7,10,5,CRISIL Short Duration Debt Index,SBI Short Term Debt Fund-Reg(G),0.75,5.09,8.81,0.08,3.48,283.0,26
Aditya Birla SL Arbitrage Fund(G),2009-07-24,7889,0.97,5.17,10.57,0.01,4.99,507.23,0.06,0.33,0.67,0.01,0.02,2.01,12,13,15,23,12,13,Nifty 50 Arbitrage - TRI,Aditya Birla SL Arbitrage Fund(G),0.97,5.02,10.54,-0.01,4.87,955.96,24
ICICI Pru All Seasons Bond Fund(G),2010-01-20,8499,1.27,3.66,6.32,0.15,4.16,31.58,0.08,0.23,0.4,0.15,0.02,0.13,4,3,3,5,6,3,NIFTY Composite Bond Index,ICICI Pru All Seasons Bond Fund(G),1.82,2.91,5.2,0.19,3.64,117.3,22
Kotak Corporate Bond Fund(G),2007-09-21,265,0.84,5.19,9.15,0.1,4.08,45.51,0.05,0.33,0.58,0.1,0.02,0.18,15,10,9,18,5,16,NIFTY Corporate Bond Index,Kotak Corporate Bond Fund(G),0.79,5.23,9.13,0.08,3.79,56.06,21
LIC MF Liquid Fund-Reg(G),2002-03-13,2137,0.07,28.82,14.95,0.0,2.07,-23700.75,0.0,1.82,0.94,0.0,0.01,-94.05,22,19,24,5,20,33,CRISIL Liquid Debt Index,LIC MF Liquid Fund-Reg(G),0.09,27.68,17.28,0.0,2.25,6474.33,36
ICICI Pru Ultra Short Term Fund Fund(G),2011-05-03,12454,0.31,14.73,31.18,0.0,4.51,4855.46,0.02,0.93,1.96,0.0,0.02,19.27,21,9,3,7,4,3,NIFTY Ultra Short Duration Debt Index,ICICI Pru Ultra Short Term Fund Fund(G),0.29,14.25,29.65,0.0,4.17,3126.09,24
Canara Rob Flexi Cap Fund-Reg(G),2003-09-16,526,12.2,2.27,3.44,0.9,10.23,30.74,0.77,0.14,0.22,0.9,0.04,0.12,8,26,23,19,33,33,BSE 500 - TRI,Canara Rob Flexi Cap Fund-Reg(G),13.55,2.43,3.62,0.92,15.34,35.98,41
Axis Growth Opp Fund-Reg(G),2018-10-22,38080,11.46,2.72,4.15,0.71,17.41,43.95,0.72,0.17,0.26,0.71,0.07,0.17,1,10,7,1,14,7,NIFTY LargeMidcap 250 - TRI,Axis Growth Opp Fund-Reg(G),14.14,2.59,3.77,0.92,18.57,39.45,26
HSBC Value Fund-Reg(G),2010-01-08,8262,16.2,2.94,4.16,1.04,27.54,45.91,1.02,0.19,0.26,1.04,0.11,0.18,16,3,7,16,3,4,NIFTY 500 - TRI,HSBC Value Fund-Reg(G),14.66,2.73,4.02,0.97,21.01,41.19,22
UTI Large Cap Fund-Reg(G),2005-08-03,3626,11.41,2.06,3.34,0.85,6.98,27.54,0.72,0.13,0.21,0.85,0.03,0.11,2,26,19,7,30,30,BSE 100 - TRI,UTI Large Cap Fund-Reg(G),13.14,2.23,3.38,0.94,11.11,31.2,36
HDFC Arbitrage-WP(G),2007-10-23,1103,0.95,5.44,11.74,0.0,5.14,2265.66,0.06,0.34,0.74,0.0,0.02,8.99,7,3,2,15,3,5,Nifty 50 Arbitrage,HDFC Arbitrage-WP(G),0.97,5.02,10.54,-0.01,4.87,955.96,24
Aditya Birla SL Low Duration Fund(G),1998-05-14,440,0.35,11.71,22.58,0.02,4.03,263.59,0.02,0.74,1.42,0.02,0.02,1.05,17,20,20,17,17,17,NIFTY Low Duration Debt Index,Aditya Birla SL Low Duration Fund(G),0.34,12.74,25.01,0.01,4.25,355.41,20
ICICI Pru Multicap Fund(G),1994-10-01,1677,11.92,3.15,4.82,0.8,22.02,46.8,0.75,0.2,0.3,0.8,0.09,0.19,6,3,3,6,9,6,Nifty500 Multicap 50:25:25 - TRI,ICICI Pru Multicap Fund(G),13.67,2.56,3.79,0.9,17.47,38.98,33
BHARAT Bond ETF - April 2025,2020-07-27,45007,0.46,9.93,19.75,0.02,4.46,196.36,0.03,0.63,1.24,0.02,0.02,0.78,5,5,4,5,1,4,NIFTY BHARAT Bond Index - April 2025,BHARAT Bond ETF - April 2025,1.28,6.42,10.5,0.21,3.44,729.47,17
Axis Flexi Cap Fund-Reg(G),2017-11-17,38212,12.61,2.25,3.35,0.89,11.19,32.0,0.79,0.14,0.21,0.89,0.04,0.13,14,28,25,15,32,30,NIFTY 500 - TRI,Axis Flexi Cap Fund-Reg(G),13.55,2.43,3.62,0.92,15.34,35.98,41
DSP Equity Opportunities Fund-Reg(G),2000-05-16,716,14.2,2.84,4.11,0.96,21.72,42.08,0.89,0.18,0.26,0.96,0.09,0.17,14,7,8,16,8,9,NIFTY LargeMidcap 250 - TRI,DSP Equity Opportunities Fund-Reg(G),14.14,2.59,3.77,0.92,18.57,39.45,26
HDFC Focused 30 Fund(G),2004-09-17,1129,10.53,3.29,5.23,0.75,20.21,46.47,0.66,0.21,0.33,0.75,0.08,0.18,2,2,2,3,14,7,NIFTY 500 - TRI,HDFC Focused 30 Fund(G),13.67,2.56,3.79,0.9,17.47,38.98,33
Nippon India ETF Nifty 1D Rate Liquid BeES,2003-07-08,2155,0.12,10.11,11.8,0.0,1.23,-1641.98,0.01,0.64,0.74,0.0,0.0,-6.52,1,4,7,1,17,17,Nifty 1D Rate Index,Nippon India ETF Nifty 1D Rate Liquid BeES,1.28,6.42,10.5,0.21,3.44,729.47,17
Tata Arbitrage Fund-Reg(G),2018-12-18,38865,0.92,5.4,11.38,0.0,4.96,5806.28,0.06,0.34,0.72,0.0,0.02,23.04,3,4,6,13,15,3,Nifty 50 Arbitrage,Tata Arbitrage Fund-Reg(G),0.97,5.02,10.54,-0.01,4.87,955.96,24
Edelweiss Arbitrage Fund-Reg(G),2014-06-27,27622,0.98,5.24,10.7,0.01,5.12,501.53,0.06,0.33,0.67,0.01,0.02,1.99,15,9,13,24,6,14,Nifty 50 Arbitrage,Edelweiss Arbitrage Fund-Reg(G),0.97,5.02,10.54,-0.01,4.87,955.96,24
ICICI Pru Technology Fund(G),2000-03-03,1695,15.24,1.7,3.35,0.74,11.47,34.83,0.96,0.11,0.21,0.74,0.05,0.14,4,3,3,4,3,3,BSE TECk Index - TRI,ICICI Pru Technology Fund(G),14.99,1.87,3.62,0.71,13.88,39.23,5
Mirae Asset Liquid Fund-Reg(G),2009-01-12,7554,0.09,25.72,18.21,0.0,2.29,-28917.73,0.01,1.62,1.15,0.0,0.01,-114.75,25,25,11,8,10,36,Nifty Liquid Fund Index,Mirae Asset Liquid Fund-Reg(G),0.09,27.68,17.28,0.0,2.25,6474.33,36
Franklin India Focused Equity Fund(G),2007-07-26,938,12.31,2.67,4.11,0.88,15.8,37.32,0.78,0.17,0.26,0.88,0.06,0.15,8,14,11,15,21,21,NIFTY 500 - TRI,Franklin India Focused Equity Fund(G),13.67,2.56,3.79,0.9,17.47,38.98,33
Kotak Multicap Fund-Reg(G),2021-09-29,45336,15.94,2.98,4.3,0.97,28.7,49.09,1.0,0.19,0.27,0.97,0.11,0.19,30,8,7,26,1,2,Nifty500 Multicap 50:25:25 - TRI,Kotak Multicap Fund-Reg(G),13.67,2.56,3.79,0.9,17.47,38.98,33
Invesco India Liquid Fund(G),2006-11-17,2240,0.07,30.59,14.9,0.0,2.07,12046.61,0.0,1.93,0.94,0.0,0.01,47.8,13,10,28,24,17,12,Nifty Liquid Fund Index,Invesco India Liquid Fund(G),0.09,27.68,17.28,0.0,2.25,6474.33,36
Edelweiss Balanced Advantage Fund-Reg(G),2009-08-20,7912,9.02,2.32,3.31,0.4,19.63,51.99,0.57,0.15,0.21,0.4,0.08,0.21,18,19,20,16,11,15,NIFTY 50 Hybrid Composite Debt 50:50 Index,Edelweiss Balanced Advantage Fund-Reg(G),8.49,2.5,3.7,0.75,19.81,58.1,26
BHARAT Bond ETF - April 2032,2021-12-13,46127,1.47,2.72,4.27,0.12,3.68,33.09,0.09,0.17,0.27,0.12,0.01,0.13,10,10,11,9,8,8,NIFTY BHARAT Bond Index - April 2032,BHARAT Bond ETF - April 2032,1.28,6.42,10.5,0.21,3.44,729.47,17
HDFC Overnight Fund(G),2002-02-06,1117,0.01,159.28,12.59,0.0,1.69,1387.79,0.0,10.03,0.79,0.0,0.01,5.51,17,17,29,7,25,27,CRISIL Liquid Overnight Index,HDFC Overnight Fund(G),0.04,130.22,16.28,0.0,1.88,15979.3,32
Nippon India ETF Gold BeES,2007-03-08,1024,10.49,1.42,2.6,0.22,14.31,67.36,0.66,0.09,0.16,0.22,0.06,0.27,4,6,4,2,13,2,Gold-India,Nippon India ETF Gold BeES,15.57,1.15,2.03,0.62,14.46,42.92,22
Sundaram Mid Cap Fund-Reg(G),2002-07-19,3067,14.87,3.1,4.57,0.86,29.41,53.42,0.94,0.2,0.29,0.86,0.12,0.21,16,1,3,14,7,4,Nifty Midcap 150 - TRI,Sundaram Mid Cap Fund-Reg(G),15.22,2.82,4.14,0.88,25.85,48.65,30
Franklin India Prima Fund(G),1993-12-01,948,14.59,2.96,4.47,0.89,26.03,48.74,0.92,0.19,0.28,0.89,0.1,0.19,14,10,4,16,16,19,Nifty Midcap 150 - TRI,Franklin India Prima Fund(G),15.22,2.82,4.14,0.88,25.85,48.65,30
Aditya Birla SL Nifty SDL Plus PSU Bond Sep 2026 60:40 Index Fund-Reg(G),2021-09-24,45732,0.64,6.51,13.86,0.05,4.01,87.04,0.04,0.41,0.87,0.05,0.02,0.35,1,1,1,4,8,4,Nifty SDL Plus PSU Bond Sep 2026 60:40 Index,Aditya Birla SL Nifty SDL Plus PSU Bond Sep 2026 60:40 Index Fund-Reg(G),1.33,3.41,6.63,0.13,3.55,48.3,52
UTI Mid Cap Fund-Reg(G),2005-07-30,3628,13.36,2.66,4.05,0.78,20.49,45.61,0.84,0.17,0.26,0.78,0.08,0.18,4,25,20,3,25,26,Nifty Midcap 150 - TRI,UTI Mid Cap Fund-Reg(G),15.22,2.82,4.14,0.88,25.85,48.65,30
HSBC Midcap Fund-Reg(G),2004-08-09,611,16.11,3.05,4.26,0.96,30.47,51.0,1.01,0.19,0.27,0.96,0.12,0.2,25,3,14,26,5,9,Nifty Midcap 150 - TRI,HSBC Midcap Fund-Reg(G),15.22,2.82,4.14,0.88,25.85,48.65,30
DSP Flexi Cap Fund-Reg(G),2007-06-07,642,13.45,2.29,3.32,0.89,13.48,34.47,0.85,0.14,0.21,0.89,0.05,0.14,24,25,27,17,23,20,NIFTY 500 - TRI,DSP Flexi Cap Fund-Reg(G),13.55,2.43,3.62,0.92,15.34,35.98,41
SBI Magnum Ultra Short Duration Fund-Reg(G),1999-05-19,2785,0.3,14.86,31.16,0.0,4.49,2182.52,0.02,0.94,1.96,0.0,0.02,8.66,17,7,4,18,6,17,CRISIL Ultra Short Term Debt Index,SBI Magnum Ultra Short Duration Fund-Reg(G),0.29,14.25,29.65,0.0,4.17,3126.09,24
Canara Rob Small Cap Fund-Reg(G),2019-02-15,42350,14.62,2.48,3.46,0.8,20.64,45.11,0.92,0.16,0.22,0.8,0.08,0.18,10,17,18,17,18,22,Nifty Smallcap 250 - TRI,Canara Rob Small Cap Fund-Reg(G),15.05,2.66,3.8,0.79,24.98,51.05,24
Motilal Oswal Midcap Fund-Reg(G),2014-02-24,22533,15.75,2.9,5.0,0.84,29.36,54.23,0.99,0.18,0.32,0.84,0.12,0.22,19,14,1,11,8,2,Nifty Midcap 150 - TRI,Motilal Oswal Midcap Fund-Reg(G),15.22,2.82,4.14,0.88,25.85,48.65,30
HDFC Manufacturing Fund-Reg(G),2024-05-16,48655,,,,,,,,,,,,,,,,,,,Nifty India Manufacturing - TRI,HDFC Manufacturing Fund-Reg(G),14.83,2.6,3.92,0.92,20.6,41.25,46
ICICI Pru Equity Savings Fund(G),2014-12-05,31230,2.16,3.71,8.3,0.07,7.81,123.23,0.14,0.23,0.52,0.07,0.03,0.49,4,3,1,3,50,2,NIFTY 50 Equity Savings Index,ICICI Pru Equity Savings Fund(G),7.39,2.59,3.98,0.33,18.79,66.11,52
Quant Active Fund(G),2001-03-20,871,17.89,2.43,3.42,1.06,22.76,40.75,1.13,0.15,0.22,1.06,0.09,0.16,32,21,25,32,7,18,NIFTY 500 - TRI,Quant Active Fund(G),13.67,2.56,3.79,0.9,17.47,38.98,33
ICICI Pru Overnight Fund(G),2018-11-15,41653,0.06,32.74,27.23,0.0,1.89,18553.98,0.0,2.06,1.72,0.0,0.01,73.63,25,26,1,23,9,17,CRISIL Liquid Overnight Index,ICICI Pru Overnight Fund(G),0.04,130.22,16.28,0.0,1.88,15979.3,32
Canara Rob Equity Hybrid Fund-Reg(G),1993-02-01,513,10.04,2.25,3.28,0.47,21.12,48.18,0.63,0.14,0.21,0.47,0.08,0.19,44,43,42,48,20,46,CRISIL Hybrid 35+65 - Aggressive Index,Canara Rob Equity Hybrid Fund-Reg(G),7.39,2.59,3.98,0.33,18.79,66.11,52
PGIM India Midcap Opp Fund-Reg(G),2013-12-02,24741,12.66,2.23,3.49,0.73,14.06,38.56,0.8,0.14,0.22,0.73,0.06,0.15,2,29,27,2,30,28,Nifty Midcap 150 - TRI,PGIM India Midcap Opp Fund-Reg(G),15.22,2.82,4.14,0.88,25.85,48.65,30
Aditya Birla SL Banking & PSU Debt(G),2008-05-05,5183,0.8,5.21,9.3,0.08,3.91,51.86,0.05,0.33,0.59,0.08,0.02,0.21,18,15,15,18,8,18,NIFTY Banking and PSU Debt Index,Aditya Birla SL Banking & PSU Debt(G),0.78,5.39,9.93,0.08,3.74,76.05,26
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund-Reg(G),2022-01-19,45947,0.66,6.2,13.38,0.05,3.96,87.54,0.04,0.39,0.84,0.05,0.02,0.35,6,6,6,8,11,8,Nifty CPSE Bond Plus SDL Sep 2026 50:50 Index,SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund-Reg(G),0.94,4.78,9.57,0.1,3.67,61.6,30
Edelweiss Nifty PSU Bond Plus SDL Apr 2026 50:50 Index Fund-Reg(G),2021-03-18,45388,0.6,6.78,14.04,0.04,3.93,94.53,0.04,0.43,0.88,0.04,0.02,0.38,5,5,5,3,6,3,Nifty PSU Bond Plus SDL Apr 2026 50:50 Index,Edelweiss Nifty PSU Bond Plus SDL Apr 2026 50:50 Index Fund-Reg(G),0.78,5.39,9.93,0.08,3.74,76.05,26
Motilal Oswal Flexi Cap Fund-Reg(G),2014-04-28,26481,15.51,2.77,4.47,0.91,25.4,47.33,0.98,0.17,0.28,0.91,0.1,0.19,34,11,6,21,5,3,NIFTY 500 - TRI,Motilal Oswal Flexi Cap Fund-Reg(G),13.55,2.43,3.62,0.92,15.34,35.98,41
Quant ELSS Tax Saver Fund(G),2000-04-13,889,17.19,2.74,3.98,1.05,26.89,45.03,1.08,0.17,0.25,1.05,0.11,0.18,58,10,11,58,3,13,NIFTY 500 - TRI,Quant ELSS Tax Saver Fund(G),13.47,2.44,3.64,0.88,15.78,37.67,59
SBI Conservative Hybrid Fund-Reg(G),2001-03-23,2797,3.39,3.46,5.23,0.2,11.06,57.68,0.21,0.22,0.33,0.2,0.04,0.23,9,4,5,10,6,7,NIFTY 50 Hybrid Composite Debt 15:85 Index,SBI Conservative Hybrid Fund-Reg(G),3.42,2.94,4.61,0.2,9.31,54.02,19
ICICI Pru Floating Interest Fund(G),2005-11-17,1512,0.65,8.19,17.63,0.02,5.27,292.82,0.04,0.52,1.11,0.02,0.02,1.16,10,10,9,5,3,3,NIFTY Low Duration Debt Index,ICICI Pru Floating Interest Fund(G),0.64,9.03,18.16,0.04,4.81,577.18,13
SBI Magnum Low Duration Fund-Reg(G),2007-07-26,2832,0.32,13.11,25.49,0.01,4.16,305.17,0.02,0.83,1.61,0.01,0.02,1.21,3,7,6,11,13,12,CRISIL Low Duration Debt Index,SBI Magnum Low Duration Fund-Reg(G),0.34,12.74,25.01,0.01,4.25,355.41,20
ICICI Pru Business Cycle Fund(G),2021-01-18,44146,11.77,3.31,5.12,0.84,22.65,46.37,0.74,0.21,0.32,0.84,0.09,0.18,12,5,6,17,16,12,NIFTY 500 - TRI,ICICI Pru Business Cycle Fund(G),14.83,2.6,3.92,0.92,20.6,41.25,46
ICICI Pru Banking & PSU Debt Fund(G),2010-01-01,8080,0.77,6.04,10.53,0.07,4.46,65.14,0.05,0.38,0.66,0.07,0.02,0.26,15,7,8,15,1,8,NIFTY Banking and PSU Debt Index,ICICI Pru Banking & PSU Debt Fund(G),0.78,5.39,9.93,0.08,3.74,76.05,26
Axis Overnight Fund-Reg(G),2019-03-15,42062,0.01,130.06,12.89,0.0,1.76,33728.46,0.0,8.19,0.81,0.0,0.01,133.84,19,18,20,10,12,5,Nifty 1D Rate Index,Axis Overnight Fund-Reg(G),0.04,130.22,16.28,0.0,1.88,15979.3,32
Tata Balanced Adv Fund-Reg(G),2019-01-28,39531,6.77,2.61,3.87,0.28,16.76,62.87,0.43,0.16,0.24,0.28,0.07,0.25,7,9,10,5,18,7,CRISIL Hybrid 50+50 - Moderate Index,Tata Balanced Adv Fund-Reg(G),8.49,2.5,3.7,0.75,19.81,58.1,26
Tata Digital India Fund-Reg(G),2015-12-28,33727,15.83,1.78,3.54,0.76,13.48,37.17,1.0,0.11,0.22,0.76,0.05,0.15,5,2,2,5,2,2,NIFTY IT - TRI,Tata Digital India Fund-Reg(G),14.99,1.87,3.62,0.71,13.88,39.23,5
Aditya Birla SL Overnight Fund-Reg(G),2018-11-01,41518,0.01,200.51,12.69,0.0,1.71,32104.93,0.0,12.63,0.8,0.0,0.01,127.4,3,7,25,16,24,8,CRISIL Liquid Overnight Index,Aditya Birla SL Overnight Fund-Reg(G),0.04,130.22,16.28,0.0,1.88,15979.3,32
Kotak Low Duration Fund(G),2008-03-06,4573,0.34,12.0,22.75,0.02,4.08,267.9,0.02,0.76,1.43,0.02,0.02,1.06,14,18,19,16,16,16,CRISIL Long Duration Debt Index,Kotak Low Duration Fund(G),0.34,12.74,25.01,0.01,4.25,355.41,20
DSP Equity & Bond Fund-Reg(G),1999-05-27,635,9.55,2.44,3.73,0.35,22.25,67.49,0.6,0.15,0.23,0.35,0.09,0.27,33,34,33,28,18,16,CRISIL Hybrid 35+65 - Aggressive Index,DSP Equity & Bond Fund-Reg(G),7.39,2.59,3.98,0.33,18.79,66.11,52
UTI Value Fund-Reg(G),2005-07-20,3644,12.68,2.78,4.28,0.9,17.89,39.36,0.8,0.18,0.27,0.9,0.07,0.16,4,10,4,5,17,13,NIFTY 500 - TRI,UTI Value Fund-Reg(G),14.66,2.73,4.02,0.97,21.01,41.19,22
Bandhan Sterling Value Fund-Reg(G),2008-03-07,4270,12.98,2.69,4.01,0.88,17.77,39.49,0.82,0.17,0.25,0.88,0.07,0.16,5,14,12,4,18,12,BSE 500 - TRI,Bandhan Sterling Value Fund-Reg(G),14.66,2.73,4.02,0.97,21.01,41.19,22
