MF Code,schemecode,fund_house,returns_1month,returns_3month,returns_6month,returns_1year,index_name,returns_3year,returns_5year,returns_10year,ytd_returns,rank_ytd,rank_1month,rank_3month,rank_6month,rank_1year,rank_3year,rank_5year,rank_10year,s_name,classification,funds_num_ytd,funds_num_month1,funds_num_month3,funds_num_month6,funds_num_year1,funds_num_year3,funds_num_year5,funds_num_year10,ytd_avg,avg_month1,avg_month3,avg_month6,avg_year1,avg_year3,avg_year5,avg_year10,monthret_1,monthret_3,monthret_6,yrret_1,yrret_3,yrret_5,yrret_10,ytdret
Kotak Small Cap Fund(G),2066,Kotak Mahindra Mutual Fund,1.2,5.14,26.15,45.09,Nifty Smallcap 250 - TRI,20.04,33.16,20.65,30.96,9,3,14,5,9,21,8,5,Kotak Small Cap Fund(G),Equity : Small Cap,27,28,28,27,24,23,19,13,29.75,-0.09,5.25,21.29,44.21,22.76,33.12,19.68,,,,,,,,
Franklin India Flexi Cap Fund(G),950,Franklin Templeton Mutual Fund,-0.29,3.57,14.46,39.74,NIFTY 500 - TRI,19.27,24.34,16.05,24.75,24,35,26,26,20,9,5,5,Franklin India Flexi Cap Fund(G),Equity : Flexi Cap,46,48,48,47,45,33,26,19,25.36,0.18,3.73,15.67,39.54,16.58,21.29,15.24,,,,,,,,
HDFC Multi Cap Fund-Reg(G),46093,HDFC Mutual Fund,-0.67,2.82,16.95,42.41,Nifty500 Multicap 50:25:25 - TRI,,,,26.13,20,30,29,15,15,,,,HDFC Multi Cap Fund-Reg(G),Equity : Multi Cap,36,40,38,37,35,24,19,13,26.34,0.24,4.64,16.63,40.21,17.26,22.55,15.57,,,,,,,,
DSP ELSS Tax Saver Fund-Reg(G),745,DSP Mutual Fund,-0.18,4.81,20.47,46.61,NIFTY 500 - TRI,19.39,23.96,17.37,29.51,13,32,17,6,9,19,20,3,DSP ELSS Tax Saver Fund-Reg(G),Equity : Tax Saving (ELSS),59,59,59,59,59,54,53,27,24.45,0.04,3.69,15.56,38.3,18.02,23.52,15.05,,,,,,,,
ICICI Pru Flexicap Fund(G),45492,ICICI Prudential Mutual Fund,0.1,5.78,16.9,43.61,BSE 500 - TRI,20.81,,,28.99,12,26,8,15,13,6,,,ICICI Pru Flexicap Fund(G),Equity : Flexi Cap,46,48,48,47,45,33,26,19,25.36,0.18,3.73,15.67,39.54,16.58,21.29,15.24,0.18,2.65,13.42,36.48,16.36,22.18,,28.24
Invesco India Arbitrage Fund(G),2167,Invesco Mutual Fund,0.47,1.66,3.51,7.58,Nifty 50 Arbitrage,6.39,5.44,5.94,6.06,6,12,3,4,5,1,2,4,Invesco India Arbitrage Fund(G),Hybrid : Arbitrage,26,27,26,26,25,24,22,14,5.87,0.45,1.59,3.37,7.31,5.8,5.03,5.84,0.2,1.14,2.93,7.16,6.14,5.0,,6.98
ICICI Pru Large & Mid Cap Fund(G),1608,ICICI Prudential Mutual Fund,-0.95,4.62,15.14,44.63,NIFTY LargeMidcap 250 - TRI,22.03,26.13,15.92,28.87,12,25,10,20,11,4,3,11,ICICI Pru Large & Mid Cap Fund(G),Equity : Large & Mid Cap,27,29,29,29,26,26,22,18,28.05,0.16,4.01,16.95,42.73,18.5,23.46,16.28,,,,,,,,
HSBC Small Cap Fund-Reg(G),22139,HSBC Mutual Fund,0.16,3.14,21.16,43.26,Nifty Smallcap 250 - TRI,25.28,32.37,21.39,29.74,13,14,23,12,11,6,10,4,HSBC Small Cap Fund-Reg(G),Equity : Small Cap,27,28,28,27,24,23,19,13,29.75,-0.09,5.25,21.29,44.21,22.76,33.12,19.68,,,,,,,,
HDFC Low Duration Fund(G),1114,HDFC Mutual Fund,0.68,1.88,3.66,7.42,NIFTY Low Duration Debt Index,5.88,6.05,6.77,5.95,6,14,10,10,7,6,4,9,HDFC Low Duration Fund(G),Debt : Low Duration,20,20,20,20,20,20,20,18,5.89,0.7,1.89,3.64,7.39,5.8,5.95,6.55,,,,,,,,
Kotak Balanced Advantage Fund-Reg(G),40623,Kotak Mahindra Mutual Fund,0.2,3.08,10.36,22.41,NIFTY 50 Hybrid Composite Debt 50:50 Index,11.36,13.39,,15.39,12,14,13,8,19,13,8,,Kotak Balanced Advantage Fund-Reg(G),Hybrid : Dynamic Asset Allocation,30,33,32,32,27,21,18,10,15.44,0.07,2.6,8.95,24.46,12.08,13.81,10.68,,,,,,,,
HSBC Liquid Fund(G),1340,HSBC Mutual Fund,0.61,1.78,3.54,7.38,Nifty Liquid Fund Index,6.11,5.2,6.33,5.74,11,7,9,16,12,9,18,14,HSBC Liquid Fund(G),Debt : Liquid,37,37,37,37,37,35,34,29,5.66,0.6,1.75,3.5,7.27,6.04,5.15,6.25,,,,,,,,
Kotak Bond Short Term Fund(G),1971,Kotak Mahindra Mutual Fund,0.84,2.34,4.21,8.24,Nifty Short Duration Debt Index,5.42,6.14,7.03,6.44,8,7,7,5,12,14,11,9,Kotak Bond Short Term Fund(G),Debt : Short Duration,25,26,26,26,25,23,21,19,6.01,0.78,2.17,3.93,7.81,5.84,6.15,6.8,,,,,,,,
HDFC ELSS Tax saver(G),1329,HDFC Mutual Fund,0.46,3.7,16.15,44.5,NIFTY 500 - TRI,22.84,23.22,14.16,26.35,18,23,32,26,12,8,22,18,HDFC ELSS Tax saver(G),Equity : Tax Saving (ELSS),59,59,59,59,59,54,53,27,24.45,0.04,3.69,15.56,38.3,18.02,23.52,15.05,,,,,,,,
Nippon India ELSS Tax Saver Fund(G),2667,Nippon India Mutual Fund,-0.35,2.01,15.11,40.68,NIFTY 500 - TRI,18.59,21.73,12.11,24.61,26,36,48,33,22,22,31,27,Nippon India ELSS Tax Saver Fund(G),Equity : Tax Saving (ELSS),59,59,59,59,59,54,53,27,24.45,0.04,3.69,15.56,38.3,18.02,23.52,15.05,,,,,,,,
DSP Small Cap Fund-Reg(G),714,DSP Mutual Fund,-0.72,6.21,21.76,39.24,BSE 250 Small Cap - TRI,22.44,32.63,20.34,26.91,19,21,10,11,16,12,9,7,DSP Small Cap Fund-Reg(G),Equity : Small Cap,27,28,28,27,24,23,19,13,29.75,-0.09,5.25,21.29,44.21,22.76,33.12,19.68,0.13,4.09,19.63,46.88,23.68,32.76,,38.11
SBI Overnight Fund-Reg(G),2787,SBI Mutual Fund,0.52,1.59,3.23,6.66,CRISIL Liquid Overnight Index,5.67,4.74,5.66,5.11,24,18,21,22,25,23,11,2,SBI Overnight Fund-Reg(G),Debt : Overnight,35,35,35,35,34,27,22,3,5.11,0.52,1.59,3.21,6.66,5.68,4.75,5.68,0.53,1.62,3.29,,,,,6.57
Nippon India Money Market Fund(G),2628,Nippon India Mutual Fund,0.68,1.87,3.68,7.72,Nifty Money Market Index,6.42,5.92,6.86,6.13,3,2,4,3,2,1,5,3,Nippon India Money Market Fund(G),Debt : Money Market,22,22,22,22,22,19,16,13,5.85,0.65,1.8,3.54,7.38,6.06,5.65,6.64,,,,,,,,
HDFC Arbitrage-WP(G),1103,HDFC Mutual Fund,0.48,1.65,3.5,7.59,Nifty 50 Arbitrage,6.02,5.15,5.76,6.08,5,9,6,5,4,6,13,12,HDFC Arbitrage-WP(G),Hybrid : Arbitrage,26,27,26,26,25,24,22,14,5.87,0.45,1.59,3.37,7.31,5.8,5.03,5.84,0.2,1.14,2.93,7.16,6.14,5.0,,6.98
Kotak Multicap Fund-Reg(G),45336,Kotak Mahindra Mutual Fund,-1.02,4.07,15.94,48.84,Nifty500 Multicap 50:25:25 - TRI,24.77,,,30.86,8,35,20,20,3,3,,,Kotak Multicap Fund-Reg(G),Equity : Multi Cap,36,40,38,37,35,24,19,13,26.34,0.24,4.64,16.63,40.21,17.26,22.55,15.57,,,,,,,,
ICICI Pru ELSS Tax Saver Fund(G),1694,ICICI Prudential Mutual Fund,-0.72,5.75,14.76,36.92,NIFTY 500 - TRI,15.38,21.3,14.18,24.37,28,43,7,35,31,37,33,17,ICICI Pru ELSS Tax Saver Fund(G),Equity : Tax Saving (ELSS),59,59,59,59,59,54,53,27,24.45,0.04,3.69,15.56,38.3,18.02,23.52,15.05,,,,,,,,
Canara Rob Bluechip Equity Fund-Reg(G),8217,Canara Robeco Mutual Fund,0.63,4.1,13.53,34.33,BSE 100 - TRI,13.78,19.97,14.66,22.29,15,6,12,16,20,21,7,6,Canara Rob Bluechip Equity Fund-Reg(G),Equity : Large Cap,36,38,37,37,36,34,31,28,21.62,-0.4,3.03,12.39,35.23,14.6,19.04,13.83,0.2,2.91,12.1,32.29,14.78,19.96,,24.97
Nippon India Arbitrage Fund(G),12938,Nippon India Mutual Fund,0.47,1.62,3.42,7.43,Nifty 50 Arbitrage,5.97,5.23,6.01,5.97,15,11,14,12,15,9,10,3,Nippon India Arbitrage Fund(G),Hybrid : Arbitrage,26,27,26,26,25,24,22,14,5.87,0.45,1.59,3.37,7.31,5.8,5.03,5.84,0.2,1.14,2.93,7.16,6.14,5.0,,6.98
DSP Liquidity Fund-Reg(G),708,DSP Mutual Fund,0.61,1.79,3.56,7.39,CRISIL Liquid Debt Index,6.1,5.22,6.32,5.76,7,3,2,3,9,13,16,16,DSP Liquidity Fund-Reg(G),Debt : Liquid,37,37,37,37,37,35,34,29,5.66,0.6,1.75,3.5,7.27,6.04,5.15,6.25,,,,,,,,
HDFC Floating Rate Debt Fund(G),3728,HDFC Mutual Fund,0.69,2.21,4.24,8.35,CRISIL Short Duration Debt Index,6.45,6.76,7.44,6.77,5,9,9,9,7,2,2,1,HDFC Floating Rate Debt Fund(G),Debt : Floater,13,13,13,13,13,12,7,5,6.7,0.79,2.34,4.38,8.43,6.15,6.42,7.11,,,,,,,,
ICICI Pru Multicap Fund(G),1677,ICICI Prudential Mutual Fund,-1.27,4.42,15.52,43.99,Nifty500 Multicap 50:25:25 - TRI,21.2,23.88,16.19,27.33,16,37,18,24,11,4,7,5,ICICI Pru Multicap Fund(G),Equity : Multi Cap,36,40,38,37,35,24,19,13,26.34,0.24,4.64,16.63,40.21,17.26,22.55,15.57,,,,,,,,
HDFC Short Term Debt Fund(G),11925,HDFC Mutual Fund,0.88,2.43,4.39,8.75,CRISIL Short Duration Debt Index,6.05,6.85,7.57,6.84,1,2,2,3,1,3,4,2,HDFC Short Term Debt Fund(G),Debt : Short Duration,25,26,26,26,25,23,21,19,6.01,0.78,2.17,3.93,7.81,5.84,6.15,6.8,,,,,,,,
Axis Growth Opp Fund-Reg(G),38080,Axis Mutual Fund,1.75,5.14,16.84,41.29,NIFTY LargeMidcap 250 - TRI,15.46,24.44,,30.34,8,5,6,14,14,21,6,,Axis Growth Opp Fund-Reg(G),Equity : Large & Mid Cap,27,29,29,29,26,26,22,18,28.05,0.16,4.01,16.95,42.73,18.5,23.46,16.28,,,,,,,,
DSP Equity Opportunities Fund-Reg(G),716,DSP Mutual Fund,-0.44,3.84,20.1,47.09,NIFTY LargeMidcap 250 - TRI,19.3,23.51,17.08,29.61,10,17,14,6,6,11,13,6,DSP Equity Opportunities Fund-Reg(G),Equity : Large & Mid Cap,27,29,29,29,26,26,22,18,28.05,0.16,4.01,16.95,42.73,18.5,23.46,16.28,,,,,,,,
Axis Focused Fund-Reg(G),15557,Axis Mutual Fund,0.79,6.89,11.43,31.81,NIFTY 500 - TRI,5.0,14.21,13.88,21.15,31,11,9,35,31,24,19,12,Axis Focused Fund-Reg(G),Equity : Multi Cap,36,40,38,37,35,24,19,13,26.34,0.24,4.64,16.63,40.21,17.26,22.55,15.57,,,,,,,,
Axis Money Market Fund-Reg(G),21218,Axis Mutual Fund,0.67,1.87,3.68,7.71,Nifty Money Market Index,6.33,5.93,,6.14,2,7,3,4,3,6,4,,Axis Money Market Fund-Reg(G),Debt : Money Market,22,22,22,22,22,19,16,13,5.85,0.65,1.8,3.54,7.38,6.06,5.65,6.64,,,,,,,,
ICICI Pru Technology Fund(G),1695,ICICI Prudential Mutual Fund,-0.02,12.87,22.19,36.88,BSE TECk Index - TRI,9.03,29.62,18.78,26.11,6,2,3,3,5,5,1,2,ICICI Pru Technology Fund(G),Equity : Sectoral - Technology,7,9,9,9,7,5,5,4,26.52,-0.37,10.64,20.41,38.3,11.31,28.33,18.19,0.25,12.84,22.46,35.75,10.56,23.23,,32.31
HSBC Value Fund-Reg(G),8262,HSBC Mutual Fund,0.0,1.71,15.86,46.43,NIFTY 500 - TRI,23.07,26.85,18.55,29.56,6,7,17,9,9,3,6,2,HSBC Value Fund-Reg(G),Equity : Value / Contra,22,22,22,22,22,20,17,14,26.67,-0.62,3.21,15.27,44.16,20.65,24.94,16.59,,,,,,,,
BHARAT Bond ETF - April 2031,45008,Edelweiss Mutual Fund,1.39,3.39,4.98,10.43,NIFTY BHARAT Bond Index - April 2031,6.56,,,8.14,3,3,3,11,7,1,,,BHARAT Bond ETF - April 2031,Debt : ETFs,22,30,29,26,19,14,6,1,6.31,0.68,2.37,4.36,8.79,5.64,4.96,4.92,,,,,,,,
UTI Large Cap Fund-Reg(G),3626,UTI Mutual Fund,-0.92,3.4,12.56,28.79,BSE 100 - TRI,11.7,18.48,13.23,18.02,32,31,16,21,32,30,19,19,UTI Large Cap Fund-Reg(G),Equity : Large Cap,36,38,37,37,36,34,31,28,21.62,-0.4,3.03,12.39,35.23,14.6,19.04,13.83,0.2,2.91,12.1,32.29,14.78,19.96,,24.97
Bandhan Corp Bond Fund-Reg(G),31896,Bandhan Mutual Fund,0.86,2.37,4.31,7.7,NIFTY Corporate Bond Index,5.4,6.41,,6.26,19,18,16,12,20,14,10,,Bandhan Corp Bond Fund-Reg(G),Debt : Corporate Bond,21,21,21,21,21,19,18,12,6.63,0.92,2.45,4.33,8.4,5.68,6.48,7.27,,,,,,,,
Kotak Corporate Bond Fund(G),265,Kotak Mahindra Mutual Fund,0.97,2.55,4.53,8.79,NIFTY Corporate Bond Index,5.98,6.5,7.82,6.9,5,6,6,4,5,5,9,2,Kotak Corporate Bond Fund(G),Debt : Corporate Bond,21,21,21,21,21,19,18,12,6.63,0.92,2.45,4.33,8.4,5.68,6.48,7.27,,,,,,,,
ICICI Pru Ultra Short Term Fund Fund(G),12454,ICICI Prudential Mutual Fund,0.64,1.78,3.53,7.38,NIFTY Ultra Short Duration Debt Index,6.04,5.93,7.38,5.89,6,9,10,9,7,4,3,1,ICICI Pru Ultra Short Term Fund Fund(G),Debt : Ultra Short Duration,24,25,24,24,24,24,19,13,5.61,0.63,1.73,3.42,7.06,5.73,5.34,6.31,,,,,,,,
Nippon India ETF Gold BeES,1024,Nippon India Mutual Fund,4.33,2.64,3.71,28.68,Gold-India,15.55,12.88,9.81,18.66,19,21,10,25,13,11,11,8,Nippon India ETF Gold BeES,Gold : ETFs,25,29,29,28,22,11,11,11,19.96,5.57,-0.09,4.9,28.47,15.79,13.06,9.85,,,,,,,,
Canara Rob Flexi Cap Fund-Reg(G),526,Canara Robeco Mutual Fund,0.6,4.07,14.38,35.78,BSE 500 - TRI,13.6,20.75,14.69,22.51,29,18,21,27,28,27,14,12,Canara Rob Flexi Cap Fund-Reg(G),Equity : Flexi Cap,46,48,48,47,45,33,26,19,25.36,0.18,3.73,15.67,39.54,16.58,21.29,15.24,0.18,2.65,13.42,36.48,16.36,22.18,,28.24
HDFC Ultra Short Term Fund-Reg(G),39949,HDFC Mutual Fund,0.64,1.8,3.58,7.38,CRISIL Ultra Short Term Debt Index,5.99,5.7,,5.9,5,8,7,5,6,7,5,,HDFC Ultra Short Term Fund-Reg(G),Debt : Ultra Short Duration,24,25,24,24,24,24,19,13,5.61,0.63,1.73,3.42,7.06,5.73,5.34,6.31,0.67,1.93,3.82,,,,,7.77
Nippon India ETF Nifty 1D Rate Liquid BeES,2155,Nippon India Mutual Fund,0.34,1.02,2.09,4.51,Nifty 1D Rate Index,4.44,3.66,4.92,3.46,22,28,29,26,19,14,6,1,Nippon India ETF Nifty 1D Rate Liquid BeES,Debt : ETFs,22,30,29,26,19,14,6,1,6.31,0.68,2.37,4.36,8.79,5.64,4.96,4.92,0.53,1.62,3.29,6.81,5.83,4.9,,6.69
UTI Money Market Fund-Reg(G),7914,UTI Mutual Fund,0.67,1.87,3.69,7.69,CRISIL Money Market Index,6.4,5.91,6.85,6.09,7,3,2,1,4,2,6,4,UTI Money Market Fund-Reg(G),Debt : Money Market,22,22,22,22,22,19,16,13,5.85,0.65,1.8,3.54,7.38,6.06,5.65,6.64,,,,,,,,
HDFC Manufacturing Fund-Reg(G),48655,HDFC Mutual Fund,0.52,1.69,,,Nifty India Manufacturing - TRI,,,,,,30,54,,,,,,HDFC Manufacturing Fund-Reg(G),Equity : Thematic,56,76,70,60,52,34,16,9,28.14,0.27,3.26,15.94,44.22,18.92,24.46,15.38,,,,,,,,
Bandhan Banking & PSU Debt Fund-Reg(G),20747,Bandhan Mutual Fund,0.79,2.21,4.07,7.89,NIFTY Banking and PSU Debt Index,5.7,6.52,7.3,6.17,21,21,18,16,20,9,9,8,Bandhan Banking & PSU Debt Fund-Reg(G),Debt : Banking & PSU,27,27,27,27,26,22,16,15,6.33,0.86,2.29,4.12,8.12,5.64,6.4,7.2,,,,,,,,
Kotak Savings Fund(G),1995,Kotak Mahindra Mutual Fund,0.64,1.76,3.47,7.16,NIFTY Ultra Short Duration Debt Index,5.88,5.48,6.66,5.72,11,11,11,11,11,11,9,7,Kotak Savings Fund(G),Debt : Ultra Short Duration,24,25,24,24,24,24,19,13,5.61,0.63,1.73,3.42,7.06,5.73,5.34,6.31,,,,,,,,
SBI Short Term Debt Fund-Reg(G),2843,SBI Mutual Fund,0.82,2.27,4.12,8.03,CRISIL Short Duration Debt Index,5.64,6.15,7.09,6.28,13,14,14,11,14,9,10,7,SBI Short Term Debt Fund-Reg(G),Debt : Short Duration,25,26,26,26,25,23,21,19,6.01,0.78,2.17,3.93,7.81,5.84,6.15,6.8,,,,,,,,
Axis Banking & PSU Debt Fund-Reg(G),16903,Axis Mutual Fund,0.84,2.23,3.99,7.81,NIFTY Banking and PSU Debt Index,5.69,6.24,7.32,6.16,23,14,17,20,23,11,11,7,Axis Banking & PSU Debt Fund-Reg(G),Debt : Banking & PSU,27,27,27,27,26,22,16,15,6.33,0.86,2.29,4.12,8.12,5.64,6.4,7.2,,,,,,,,
Sundaram Mid Cap Fund-Reg(G),3067,Sundaram Mutual Fund,0.72,6.72,22.92,52.94,Nifty Midcap 150 - TRI,24.44,26.57,17.57,34.29,11,11,5,11,7,7,17,14,Sundaram Mid Cap Fund-Reg(G),Equity : Mid Cap,30,30,30,30,30,25,23,20,32.33,0.3,3.98,20.68,47.84,21.86,28.57,18.48,,,,,,,,
Franklin India Focused Equity Fund(G),938,Franklin Templeton Mutual Fund,-0.18,2.57,13.51,36.98,NIFTY 500 - TRI,18.48,23.13,16.28,25.46,23,25,30,33,27,9,10,4,Franklin India Focused Equity Fund(G),Equity : Multi Cap,36,40,38,37,35,24,19,13,26.34,0.24,4.64,16.63,40.21,17.26,22.55,15.57,,,,,,,,
ICICI Pru All Seasons Bond Fund(G),8499,ICICI Prudential Mutual Fund,0.86,2.47,4.58,8.93,NIFTY Composite Bond Index,6.44,7.48,8.5,6.7,19,19,19,19,18,6,2,1,ICICI Pru All Seasons Bond Fund(G),Debt : Dynamic Bond,22,22,22,22,22,22,21,18,7.58,0.99,2.78,5.06,9.89,5.95,6.31,7.32,,,,,,,,
Franklin India Prima Fund(G),948,Franklin Templeton Mutual Fund,-0.17,4.46,22.61,50.56,Nifty Midcap 150 - TRI,20.39,25.04,17.72,33.2,14,21,10,13,13,16,22,12,Franklin India Prima Fund(G),Equity : Mid Cap,30,30,30,30,30,25,23,20,32.33,0.3,3.98,20.68,47.84,21.86,28.57,18.48,,,,,,,,
UTI Mid Cap Fund-Reg(G),3628,UTI Mutual Fund,-1.42,4.0,20.69,39.29,Nifty Midcap 150 - TRI,18.44,27.57,16.69,28.6,23,26,13,17,25,21,13,20,UTI Mid Cap Fund-Reg(G),Equity : Mid Cap,30,30,30,30,30,25,23,20,32.33,0.3,3.98,20.68,47.84,21.86,28.57,18.48,,,,,,,,
Edelweiss Balanced Advantage Fund-Reg(G),7912,Edelweiss Mutual Fund,0.14,2.69,9.33,26.07,NIFTY 50 Hybrid Composite Debt 50:50 Index,11.87,16.59,11.72,16.67,6,17,16,15,8,10,3,2,Edelweiss Balanced Advantage Fund-Reg(G),Hybrid : Dynamic Asset Allocation,30,33,32,32,27,21,18,10,15.44,0.07,2.6,8.95,24.46,12.08,13.81,10.68,,,,,,,,
Aditya Birla SL Floating Rate Fund(G),7727,Aditya Birla Sun Life Mutual Fund,0.75,1.99,3.87,7.95,NIFTY Low Duration Debt Index,6.37,6.48,7.42,6.37,10,7,12,12,11,3,5,2,Aditya Birla SL Floating Rate Fund(G),Debt : Floater,13,13,13,13,13,12,7,5,6.7,0.79,2.34,4.38,8.43,6.15,6.42,7.11,,,,,,,,
SBI Magnum Ultra Short Duration Fund-Reg(G),2785,SBI Mutual Fund,0.65,1.83,3.6,7.39,CRISIL Ultra Short Term Debt Index,5.99,5.59,6.68,5.87,7,4,4,4,4,8,7,5,SBI Magnum Ultra Short Duration Fund-Reg(G),Debt : Ultra Short Duration,24,25,24,24,24,24,19,13,5.61,0.63,1.73,3.42,7.06,5.73,5.34,6.31,0.67,1.93,3.82,,,,,7.77
Canara Rob Small Cap Fund-Reg(G),42350,Canara Robeco Mutual Fund,0.19,4.23,20.31,40.04,Nifty Smallcap 250 - TRI,22.12,35.74,,27.13,16,12,16,17,15,13,4,,Canara Rob Small Cap Fund-Reg(G),Equity : Small Cap,27,28,28,27,24,23,19,13,29.75,-0.09,5.25,21.29,44.21,22.76,33.12,19.68,,,,,,,,
Aditya Birla SL Arbitrage Fund(G),7889,Aditya Birla Sun Life Mutual Fund,0.5,1.62,3.41,7.46,Nifty 50 Arbitrage - TRI,5.94,5.21,5.89,5.98,12,3,12,14,12,11,11,8,Aditya Birla SL Arbitrage Fund(G),Hybrid : Arbitrage,26,27,26,26,25,24,22,14,5.87,0.45,1.59,3.37,7.31,5.8,5.03,5.84,,,,,,,,
Aditya Birla SL Savings Fund-Reg(G),468,Aditya Birla Sun Life Mutual Fund,0.69,1.87,3.69,7.64,NIFTY Ultra Short Duration Debt Index,6.26,6.08,7.23,6.08,1,1,1,1,1,2,2,3,Aditya Birla SL Savings Fund-Reg(G),Debt : Ultra Short Duration,24,25,24,24,24,24,19,13,5.61,0.63,1.73,3.42,7.06,5.73,5.34,6.31,,,,,,,,
DSP Flexi Cap Fund-Reg(G),642,DSP Mutual Fund,1.03,6.36,21.87,38.81,NIFTY 500 - TRI,15.64,21.54,15.58,25.41,21,12,6,3,21,17,11,7,DSP Flexi Cap Fund-Reg(G),Equity : Flexi Cap,46,48,48,47,45,33,26,19,25.36,0.18,3.73,15.67,39.54,16.58,21.29,15.24,,,,,,,,
HSBC Midcap Fund-Reg(G),611,HSBC Mutual Fund,3.8,7.6,24.4,59.51,Nifty Midcap 150 - TRI,23.34,26.94,18.62,40.62,3,1,3,7,3,9,16,8,HSBC Midcap Fund-Reg(G),Equity : Mid Cap,30,30,30,30,30,25,23,20,32.33,0.3,3.98,20.68,47.84,21.86,28.57,18.48,,,,,,,,
Edelweiss Arbitrage Fund-Reg(G),27622,Edelweiss Mutual Fund,0.48,1.62,3.45,7.56,Nifty 50 Arbitrage,6.13,5.36,6.05,6.1,3,7,10,9,6,4,3,2,Edelweiss Arbitrage Fund-Reg(G),Hybrid : Arbitrage,26,27,26,26,25,24,22,14,5.87,0.45,1.59,3.37,7.31,5.8,5.03,5.84,0.2,1.14,2.93,7.16,6.14,5.0,,6.98
ICICI Pru Equity Savings Fund(G),31230,ICICI Prudential Mutual Fund,0.37,2.53,5.45,10.73,NIFTY 50 Equity Savings Index,8.41,8.85,,8.21,50,22,32,47,51,41,46,,ICICI Pru Equity Savings Fund(G),Hybrid : Equity Oriented,55,55,55,55,55,52,51,24,15.61,0.2,2.78,9.65,23.31,11.24,14.09,11.42,,,,,,,,
ICICI Pru Business Cycle Fund(G),44146,ICICI Prudential Mutual Fund,0.82,2.62,11.54,44.23,NIFTY 500 - TRI,22.22,,,26.73,29,24,44,52,23,11,,,ICICI Pru Business Cycle Fund(G),Equity : Thematic,56,76,70,60,52,34,16,9,28.14,0.27,3.26,15.94,44.22,18.92,24.46,15.38,,,,,,,,
SBI Magnum Low Duration Fund-Reg(G),2832,SBI Mutual Fund,0.66,1.86,3.6,7.35,CRISIL Low Duration Debt Index,5.72,5.6,6.76,5.85,13,20,16,15,12,14,16,10,SBI Magnum Low Duration Fund-Reg(G),Debt : Low Duration,20,20,20,20,20,20,20,18,5.89,0.7,1.89,3.64,7.39,5.8,5.95,6.55,0.69,1.99,3.89,,,,,7.86
ICICI Pru Nifty 50 Index Fund(G),1623,ICICI Prudential Mutual Fund,-0.2,2.93,10.51,27.9,NIFTY 50 - TRI,12.57,18.03,12.82,15.67,77,68,40,79,74,28,13,8,ICICI Pru Nifty 50 Index Fund(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
SBI Energy Opportunities Fund-Reg(G),48474,SBI Mutual Fund,0.21,-0.17,9.24,,NIFTY ENERGY - TRI,,,,,,3,3,4,,,,,SBI Energy Opportunities Fund-Reg(G),Equity : Sectoral - Energy / Power,3,5,4,4,3,3,3,2,27.95,0.61,-0.25,11.34,48.6,22.58,28.16,18.11,,,,,,,,
PGIM India Midcap Opp Fund-Reg(G),24741,PGIM India Mutual Fund,0.68,3.69,17.52,34.99,Nifty Midcap 150 - TRI,14.49,31.18,17.29,24.23,29,12,16,22,28,25,5,16,PGIM India Midcap Opp Fund-Reg(G),Equity : Mid Cap,30,30,30,30,30,25,23,20,32.33,0.3,3.98,20.68,47.84,21.86,28.57,18.48,,,,,,,,
Bandhan Liquid Fund-Reg(G),1032,Bandhan Mutual Fund,0.6,1.76,3.51,7.33,Nifty Liquid Fund Index,6.08,5.17,6.28,5.71,23,21,23,24,24,17,22,21,Bandhan Liquid Fund-Reg(G),Debt : Liquid,37,37,37,37,37,35,34,29,5.66,0.6,1.75,3.5,7.27,6.04,5.15,6.25,,,,,,,,
Tata Arbitrage Fund-Reg(G),38865,Tata Mutual Fund,0.49,1.62,3.42,7.45,Nifty 50 Arbitrage,5.91,5.35,,5.97,13,4,9,11,14,12,4,,Tata Arbitrage Fund-Reg(G),Hybrid : Arbitrage,26,27,26,26,25,24,22,14,5.87,0.45,1.59,3.37,7.31,5.8,5.03,5.84,0.2,1.14,2.93,7.16,6.14,5.0,,6.98
Quant ELSS Tax Saver Fund(G),889,Quant Mutual Fund,-0.92,-1.88,7.91,46.38,NIFTY 500 - TRI,22.54,35.55,23.31,24.39,27,49,58,59,10,12,1,1,Quant ELSS Tax Saver Fund(G),Equity : Tax Saving (ELSS),59,59,59,59,59,54,53,27,24.45,0.04,3.69,15.56,38.3,18.02,23.52,15.05,,,,,,,,
Nippon India ETF BSE Sensex,30127,Nippon India Mutual Fund,-0.38,2.36,9.67,24.96,BSE SENSEX - TRI,12.11,17.86,13.33,13.76,114,110,98,113,111,57,49,14,Nippon India ETF BSE Sensex,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,-0.17,2.12,9.43,23.96,12.02,17.76,,17.72
Canara Rob Equity Hybrid Fund-Reg(G),513,Canara Robeco Mutual Fund,0.15,4.0,12.38,29.51,CRISIL Hybrid 35+65 - Aggressive Index,12.6,17.61,13.63,18.91,20,34,8,15,16,18,11,4,Canara Rob Equity Hybrid Fund-Reg(G),Hybrid : Equity Oriented,55,55,55,55,55,52,51,24,15.61,0.2,2.78,9.65,23.31,11.24,14.09,11.42,,,,,,,,
