s_name,classification,schemecode,return_year1,return_year2,return_year3,return_year4,return_year5,return_year6,return_year7,return_year8,return_year9,return_year10,rank_year1,rank_year2,rank_year3,rank_year4,rank_year5,rank_year6,rank_year7,rank_year8,rank_year9,rank_year10,return_month1,return_month2,return_month3,return_month4,return_month5,return_month6,return_month7,return_month8,return_month9,return_month10,rank_month1,rank_month2,rank_month3,rank_month4,rank_month5,rank_month6,rank_month7,rank_month8,rank_month9,rank_month10,return_quarter1,return_quarter2,return_quarter3,return_quarter4,return_quarter5,return_quarter6,return_quarter7,return_quarter8,return_quarter9,return_quarter10,rank_quarter1,rank_quarter2,rank_quarter3,rank_quarter4,rank_quarter5,rank_quarter6,rank_quarter7,rank_quarter8,rank_quarter9,rank_quarter10,avg_year1,avg_year2,avg_year3,avg_year4,avg_year5,avg_year6,avg_year7,avg_year8,avg_year9,avg_year10,avg_month1,avg_month2,avg_month3,avg_month4,avg_month5,avg_month6,avg_month7,avg_month8,avg_month9,avg_month10,avg_quarter1,avg_quarter2,avg_quarter3,avg_quarter4,avg_quarter5,avg_quarter6,avg_quarter7,avg_quarter8,avg_quarter9,avg_quarter10,num_funds_year1,num_funds_year2,num_funds_year3,num_funds_year4,num_funds_year5,num_funds_year6,num_funds_year7,num_funds_year8,num_funds_year9,num_funds_year10,num_funds_month1,num_funds_month2,num_funds_month3,num_funds_month4,num_funds_month5,num_funds_month6,num_funds_month7,num_funds_month8,num_funds_month9,num_funds_month10,num_funds_quater10,num_funds_quater9,num_funds_quater8,num_funds_quater7,num_funds_quater6,num_funds_quater5,num_funds_quater4,num_funds_quater3,num_funds_quater2,num_funds_quater1
Axis Bluechip Fund-Reg(G),Equity : Large Cap,8250,17.45,-5.66,20.64,19.72,18.57,6.54,38.03,-3.62,-1.24,40.85,35,34,28,4,1,1,4,27,20,16,2.59,2.2,2.77,6.79,-0.65,0.58,4.05,2.58,-0.06,7.12,8,9,34,17,34,37,1,16,32,22,7.76,6.71,6.67,10.23,1.68,10.4,-5.08,0.97,10.78,-12.82,20,36,12,25,35,31,31,34,8,34,24.08,2.41,25.87,14.65,10.95,-2.17,31.3,4.13,1.2,42.67,1.96,1.32,4.37,6.61,0.4,2.75,1.66,2.35,1.6,7.39,7.8,9.98,5.75,11.23,4.22,11.7,-4.18,4.22,9.98,-9.32,36,34,33,31,30,30,28,28,28,28,38,37,37,37,37,37,37,36,36,36,34,34,35,36,36,36,36,36,37,37
HDFC Small Cap Fund-Reg(G),Equity : Small Cap,4455,44.84,4.59,64.88,20.17,-9.49,-8.08,60.75,5.43,6.42,51.48,9,7,9,15,15,2,4,9,11,9,-0.06,1.87,5.18,7.63,-2.27,7.07,-2.51,-1.06,5.56,4.28,27,15,10,24,27,20,19,17,6,13,7.08,12.63,1.82,10.12,11.92,17.73,-0.17,4.87,17.58,-8.88,23,27,11,19,12,9,3,2,3,6,41.08,1.3,62.64,30.35,-0.96,-16.72,49.29,6.2,10.26,76.99,2.09,1.84,4.71,9.01,0.57,8.04,-1.98,-0.79,4.25,4.34,8.87,18.45,1.38,11.85,11.12,17.15,-3.19,0.84,14.98,-9.56,24,23,22,19,17,14,13,13,13,11,28,28,28,27,27,27,27,27,27,26,23,23,23,24,24,24,24,27,27,28
Nippon India Growth Fund(G),Equity : Mid Cap,2573,48.61,5.81,46.46,22.05,6.78,-10.9,44.22,3.51,6.35,54.87,1,5,11,14,5,8,8,11,17,17,3.29,0.67,5.47,8.6,2.33,6.84,0.7,-0.9,1.74,7.9,5,22,9,18,17,9,9,29,22,2,9.67,18.74,1.53,16.1,12.28,18.32,-3.66,1.16,15.54,-8.32,6,14,28,1,7,4,14,11,11,8,36.87,2.52,44.05,24.02,3.22,-11.45,42.34,4.33,8.82,71.5,2.22,1.05,4.61,8.74,2.53,6.33,0.25,1.23,3.21,5.51,8.06,18.54,4.75,11.82,10.1,15.84,-4.03,0.51,15.09,-9.11,30,25,24,23,22,21,20,20,20,19,30,30,30,30,30,30,30,30,30,30,25,25,27,30,30,30,30,30,30,30
SBI Small Cap Fund-Reg(G),Equity : Small Cap,7885,25.3,8.14,47.56,33.62,6.1,-19.62,78.66,1.29,20.56,110.66,23,3,21,6,3,9,1,11,1,1,2.53,-0.09,5.25,7.72,1.09,8.03,-1.34,1.65,3.54,2.34,11,24,9,23,11,14,9,1,15,24,7.82,17.64,3.83,6.34,9.26,13.14,-4.68,0.2,17.76,-5.56,18,16,5,24,16,23,19,15,2,2,41.08,1.3,62.64,30.35,-0.96,-16.72,49.29,6.2,10.26,76.99,2.09,1.84,4.71,9.01,0.57,8.04,-1.98,-0.79,4.25,4.34,8.87,18.45,1.38,11.85,11.12,17.15,-3.19,0.84,14.98,-9.56,24,23,22,19,17,14,13,13,13,11,28,28,28,27,27,27,27,27,27,26,23,23,23,24,24,24,24,27,27,28
Nippon India Large Cap Fund(G),Equity : Large Cap,2455,32.15,11.33,32.37,4.91,7.25,-0.2,38.42,2.23,1.11,54.65,2,1,6,31,25,7,3,22,13,2,1.98,0.29,4.23,6.07,0.33,3.24,2.51,3.05,1.54,8.37,20,31,23,26,17,10,5,7,16,10,6.61,9.87,7.26,10.75,6.77,14.17,-2.11,4.85,12.51,-7.75,29,19,9,17,2,3,2,14,3,6,24.08,2.41,25.87,14.65,10.95,-2.17,31.3,4.13,1.2,42.67,1.96,1.32,4.37,6.61,0.4,2.75,1.66,2.35,1.6,7.39,7.8,9.98,5.75,11.23,4.22,11.7,-4.18,4.22,9.98,-9.32,36,34,33,31,30,30,28,28,28,28,38,37,37,37,37,37,37,36,36,36,34,34,35,36,36,36,36,36,37,37
Nippon India ETF Nifty 50 BeES,Equity : ETFs,2272,21.27,5.64,25.51,15.77,13.47,4.62,30.01,3.92,-3.2,32.63,80,37,35,31,16,17,24,24,13,9,2.27,1.36,3.98,6.74,0.02,1.24,1.56,1.31,0.02,7.93,90,51,97,77,68,88,72,88,97,71,7.78,8.09,2.91,10.84,2.69,11.03,-4.03,6.05,8.69,-9.11,67,83,83,82,81,81,56,49,58,47,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.1,1.16,4.77,6.69,0.76,2.72,0.73,2.68,1.58,8,8.24,10.43,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,122,93,72,61,53,47,43,37,25,20,161,157,154,151,149,149,147,145,141,141,103,103,117,122,129,129,138,141,149,154
Nippon India Liquid Fund(G),Debt : Liquid,2637,6.96,4.77,3.22,4.26,6.7,7.44,6.69,7.65,8.34,9.11,21,19,25,10,5,5,11,13,16,9,0.58,0.57,0.6,0.57,0.59,0.61,0.65,0.58,0.6,0.61,26,24,21,14,21,14,3,15,13,18,1.76,1.79,1.85,1.74,1.69,1.69,1.66,1.6,1.26,0.96,24,17,6,26,20,18,14,14,21,29,6.92,4.76,3.23,4.03,6.47,6.91,6.62,7.57,8.3,9.07,0.58,0.57,0.59,0.56,0.59,0.6,0.63,0.58,0.59,0.6,1.75,1.76,1.81,1.73,1.68,1.68,1.64,1.58,1.26,0.98,35,35,34,34,32,30,30,29,29,29,37,37,37,37,37,37,37,37,37,37,35,35,35,35,36,36,37,37,37,37
SBI Balanced Advantage Fund-Reg(G),Hybrid : Dynamic Asset Allocation,32097,20.39,5.07,-,-,-,-,-,-,-,-,4,7,-,-,-,-,-,-,-,-,1.01,0.6,2.41,2.8,0.63,2.06,1.2,1.87,2.56,4.15,21,28,21,29,17,16,8,10,7,20,4.06,5.57,5.73,6.45,3.91,7.96,0.81,3.46,4.64,-3.76,26,27,4,21,9,13,1,5,19,6,18.6,3.87,13.88,12.21,7.7,1.12,20.1,5.49,3.55,34.53,1.14,1.15,2.9,3.78,0.63,2.06,0.73,1.54,1.7,4.64,5.26,6.58,4.04,7.63,4.16,7.8,-1.48,2.64,6.26,-4.74,24,22,-,-,-,-,-,-,-,-,33,32,32,32,32,32,31,30,30,28,22,22,24,24,25,26,27,30,32,32
SBI Arbitrage Opportunities Fund-Reg(G),Hybrid : Arbitrage,2709,7.43,4.61,3.96,3.51,6.04,6.23,5.32,6.35,7.33,8.62,1,2,1,18,11,4,13,12,12,2,0.44,0.6,0.58,0.63,0.58,0.68,0.63,0.56,0.82,0.59,24,5,14,14,9,6,5,13,18,14,1.63,1.91,2.02,1.61,1.91,1.98,1.72,1.53,0.92,1.16,16,8,13,5,9,1,3,2,4,2,6.94,3.96,3.44,3.95,5.89,5.62,5.55,6.57,7.61,8.37,0.49,0.56,0.57,0.62,0.57,0.65,0.6,0.55,0.82,0.58,1.62,1.85,1.98,1.57,1.86,1.73,1.6,1.32,0.81,0.98,24,24,24,22,19,16,16,14,14,10,26,26,26,26,26,26,26,26,26,26,24,24,24,24,24,24,25,26,26,26
Kotak Liquid Fund-Reg(G),Debt : Liquid,2060,6.95,4.74,3.23,4.12,6.48,7.37,6.66,7.6,8.33,9.09,24,24,22,17,21,18,17,18,18,14,0.58,0.57,0.6,0.57,0.59,0.61,0.64,0.58,0.6,0.6,24,18,15,16,29,15,14,23,17,19,1.77,1.78,1.84,1.75,1.68,1.69,1.66,1.59,1.24,0.97,18,21,21,10,25,19,19,19,27,20,6.92,4.76,3.23,4.03,6.47,6.91,6.62,7.57,8.3,9.07,0.58,0.57,0.59,0.56,0.59,0.6,0.63,0.58,0.59,0.6,1.75,1.76,1.81,1.73,1.68,1.68,1.64,1.58,1.26,0.98,35,35,34,34,32,30,30,29,29,29,37,37,37,37,37,37,37,37,37,37,35,35,35,35,36,36,37,37,37,37
Axis Midcap Fund-Reg(G),Equity : Mid Cap,13049,29.59,-5.07,39.93,26.01,11.33,3.51,41.99,-3.11,0.85,76.55,29,24,17,6,1,1,12,20,20,10,2.58,1.78,2.97,8.84,4.54,4.98,1.76,3.43,0.29,5.33,11,10,27,14,4,25,3,2,28,16,7.5,19.45,5.55,9.58,5.15,16.2,-3.2,-2.68,14.52,-11.5,19,10,12,24,29,14,12,26,14,23,36.87,2.52,44.05,24.02,3.22,-11.45,42.34,4.33,8.82,71.5,2.22,1.05,4.61,8.74,2.53,6.33,0.25,1.23,3.21,5.51,8.06,18.54,4.75,11.82,10.1,15.84,-4.03,0.51,15.09,-9.11,30,25,24,23,22,21,20,20,20,19,30,30,30,30,30,30,30,30,30,30,25,25,27,30,30,30,30,30,30,30
HDFC Corp Bond Fund(G),Debt : Corporate Bond,8241,7.2,3.27,3.9,11.81,10.32,6.49,6.51,10.63,8.61,10.95,3,9,5,3,6,6,6,5,6,5,0.97,0.75,0.89,0.57,0.85,0.39,0.74,0.87,0.62,0.65,9,3,9,4,16,3,3,2,9,19,2.64,1.82,2.26,1.47,1.78,2.19,1.57,1.58,1.86,-1.03,8,1,2,19,2,4,8,8,2,15,6.73,3.1,3.56,10.54,8.94,6.11,5.55,10.48,7.71,11.16,0.92,0.71,0.88,0.53,0.85,0.26,0.7,0.73,0.62,0.72,2.54,1.64,2.06,1.58,1.44,2.01,1.54,1.59,1.36,-0.76,20,20,18,18,17,14,13,12,12,11,21,21,21,21,21,21,21,21,21,21,20,20,20,20,21,21,21,21,21,21
Aditya Birla SL Frontline Equity Fund(G),Equity : Large Cap,447,23.07,3.54,27.9,14.22,7.64,-2.91,30.58,7.43,1.1,44.72,19,12,12,17,24,16,15,7,14,10,2.49,1.34,4.66,7.34,0.85,2.08,1.45,2.06,0.88,7.27,10,19,13,8,12,27,23,26,20,18,8.7,10.51,4.46,9.98,4.14,11.87,-3.95,4.52,9.87,-9.13,11,15,26,28,17,14,18,17,15,16,24.08,2.41,25.87,14.65,10.95,-2.17,31.3,4.13,1.2,42.67,1.96,1.32,4.37,6.61,0.4,2.75,1.66,2.35,1.6,7.39,7.8,9.98,5.75,11.23,4.22,11.7,-4.18,4.22,9.98,-9.32,36,34,33,31,30,30,28,28,28,28,38,37,37,37,37,37,37,36,36,36,34,34,35,36,36,36,36,36,37,37
SBI Large & Midcap Fund-Reg(G),Equity : Large & Mid Cap,2801,26.79,7.27,39.35,15.76,6.82,-5.25,40.46,0.42,11.05,48.26,21,5,10,11,14,8,6,20,4,10,2.28,0.63,4.4,7.11,1.35,4.33,0.08,0.36,2.14,6.88,11,26,9,21,15,15,24,24,15,10,7.46,13.26,2.6,10.26,5.26,12.23,-2.65,1.93,15.92,-8.69,20,20,24,19,21,22,4,18,1,8,29.97,1.67,37.71,16.05,8.72,-6.96,38.13,6.54,4.76,51.58,2,1.67,4.17,7.63,1.47,4.68,0.95,1.9,2.52,6.49,8.03,14.33,5.41,11.54,7,13.56,-4.1,2.75,12.11,-9.73,26,26,26,25,21,20,20,20,18,18,29,29,29,29,29,29,29,27,27,26,26,26,26,26,26,26,26,27,29,29
SBI Long Term Equity Fund-Reg(G),Equity : Tax Saving (ELSS),2815,40,6.93,31.04,18.87,4,-8.34,33.02,2.1,3.2,49.14,7,7,37,19,39,24,30,27,12,15,1.6,0.76,5.68,6.69,1.13,5.19,1.05,4.22,5.62,7.43,38,45,6,40,21,24,26,1,2,15,8.19,13.49,11.23,13.1,9.9,15.11,-2.15,6.41,10.37,-7.01,22,30,2,14,10,12,12,1,37,7,29.71,2.67,38.39,17.65,6.68,-8.9,37.92,5.23,3.06,50.41,1.74,1.61,3.92,7.48,0.73,4.7,0.22,1.48,2.07,6.39,7.43,13.37,3.83,11.5,6.42,13.39,-3.69,2.59,12.14,-9.4,57,54,54,54,51,44,39,35,28,27,59,59,59,59,59,59,59,59,59,59,54,54,54,57,58,59,59,59,59,59
UTI Flexi Cap Fund-Reg(G),Equity : Flexi Cap,3461,19.81,-13.42,33.98,31.55,11.73,3.52,30.09,1.14,0.91,46.76,39,33,12,4,12,2,18,16,10,12,3.4,3.16,4.04,8.82,0.62,1.85,0.83,0.06,-3.45,5.72,3,6,18,6,28,46,26,42,46,38,10.98,11.51,-2.59,8.36,2.58,13.52,-5.05,-2.88,12.2,-13.09,4,31,46,43,41,14,30,39,10,31,28.36,0.44,33.22,17.62,9.98,-5.03,36.15,4.25,1.92,52.71,2.04,1.57,4.07,7.29,1.06,4.13,0.86,2.01,1.89,6.8,7.86,12.89,4.95,11.62,6.35,12.91,-4.01,2.6,11.24,-10.26,39,33,29,26,26,23,21,21,19,18,48,48,48,48,48,47,47,47,46,46,35,35,39,39,41,43,45,46,47,48
ICICI Pru Corp Bond Fund(G),Debt : Corporate Bond,7925,7.6,4.47,4.12,10.45,9.89,6.42,6.26,9.83,8.8,9.41,1,1,2,10,7,7,7,7,3,10,0.69,0.65,0.87,0.54,0.8,0.42,0.75,0.68,0.57,0.66,21,19,15,7,17,2,2,14,19,18,2.22,1.77,2.02,1.62,1.92,2.12,1.73,1.48,2.17,0.08,21,4,14,8,1,5,2,17,1,1,6.73,3.1,3.56,10.54,8.94,6.11,5.55,10.48,7.71,11.16,0.92,0.71,0.88,0.53,0.85,0.26,0.7,0.73,0.62,0.72,2.54,1.64,2.06,1.58,1.44,2.01,1.54,1.59,1.36,-0.76,20,20,18,18,17,14,13,12,12,11,21,21,21,21,21,21,21,21,21,21,20,20,20,20,21,21,21,21,21,21
Mirae Asset ELSS Tax Saver Fund-Reg(G),Equity : Tax Saving (ELSS),33536,27.02,0.15,35.29,21.54,14.07,-2.27,47.88,14.8,-,-,29,40,22,12,7,8,4,1,-,-,1.36,1.48,5.09,7.36,0.44,4.52,-0.16,1.12,1.6,7.73,40,37,12,33,38,30,42,41,38,11,8.09,12.7,2.58,10.89,5.95,12.13,-3.58,4.1,7.86,-8.74,23,38,43,32,28,37,25,18,54,19,29.71,2.67,38.39,17.65,6.68,-8.9,37.92,5.23,3.06,50.41,1.74,1.61,3.92,7.48,0.73,4.7,0.22,1.48,2.07,6.39,7.43,13.37,3.83,11.5,6.42,13.39,-3.69,2.59,12.14,-9.4,57,54,54,54,51,44,39,35,-,-,59,59,59,59,59,59,59,59,59,59,54,54,54,57,58,59,59,59,59,59
Kotak Money Market Fund(G),Debt : Money Market,1999,7.31,4.85,3.68,5.67,8.02,7.69,6.7,7.68,8.45,9.1,7,3,8,11,7,4,4,7,2,4,0.66,0.55,0.69,0.55,0.61,0.6,0.76,0.64,0.63,0.57,6,10,7,10,7,5,6,3,8,6,1.91,1.78,2.04,1.72,1.71,1.89,1.8,1.61,1.26,0.85,7,7,5,5,7,8,7,10,8,4,7.05,4.47,3.48,5.76,7.85,6.86,6.6,7.81,8.31,8.96,0.63,0.54,0.65,0.54,0.59,0.58,0.71,0.6,0.61,0.55,1.84,1.72,1.93,1.66,1.65,1.83,1.73,1.56,1.19,0.68,21,19,17,16,14,13,13,13,13,13,22,22,22,22,22,22,22,22,22,22,19,19,21,21,21,21,22,22,22,22
Quant Small Cap Fund(G),Equity : Small Cap,876,46.38,9.5,88.05,75.1,-23.51,2.67,5.25,10.21,8.24,11.41,6,1,1,1,17,1,13,2,8,11,1.36,0.54,3.98,6.07,-0.48,9.85,-2.99,0.59,11,7.94,22,21,21,27,20,2,23,4,1,1,5.96,15.95,8.32,15.65,14.2,16.38,-4.77,9,16.08,-12.63,24,22,1,5,4,19,20,1,8,22,41.08,1.3,62.64,30.35,-0.96,-16.72,49.29,6.2,10.26,76.99,2.09,1.84,4.71,9.01,0.57,8.04,-1.98,-0.79,4.25,4.34,8.87,18.45,1.38,11.85,11.12,17.15,-3.19,0.84,14.98,-9.56,24,23,22,19,17,14,13,13,13,11,28,28,28,27,27,27,27,27,27,26,23,23,23,24,24,24,24,27,27,28
Kotak Equity Opp Fund(G),Equity : Large & Mid Cap,2069,29.33,6.99,30.42,16.46,13.16,-5.62,34.87,9.59,3.27,49.95,17,6,24,10,4,11,15,7,11,7,2.61,-0.32,3.26,5.94,3.38,6.41,1.94,2.93,1.57,6.4,6,28,26,27,1,5,7,4,20,16,5.63,16.55,6.57,9.39,7.6,12.33,-2.18,3.73,12.14,-8.9,27,5,10,23,11,20,3,10,13,9,29.97,1.67,37.71,16.05,8.72,-6.96,38.13,6.54,4.76,51.58,2,1.67,4.17,7.63,1.47,4.68,0.95,1.9,2.52,6.49,8.03,14.33,5.41,11.54,7,13.56,-4.1,2.75,12.11,-9.73,26,26,26,25,21,20,20,20,18,18,29,29,29,29,29,29,29,27,27,26,26,26,26,26,26,26,26,27,29,29
Axis Liquid Fund-Reg(G),Debt : Liquid,8029,7.05,4.88,3.28,4.28,6.64,7.45,6.71,7.64,8.35,9.1,1,4,8,8,8,3,7,14,12,13,0.59,0.58,0.6,0.56,0.6,0.61,0.67,0.59,0.61,0.61,11,13,24,17,6,12,1,13,6,7,1.77,1.79,1.87,1.76,1.71,1.72,1.69,1.62,1.29,1,15,13,1,5,4,5,4,5,7,6,6.92,4.76,3.23,4.03,6.47,6.91,6.62,7.57,8.3,9.07,0.58,0.57,0.59,0.56,0.59,0.6,0.63,0.58,0.59,0.6,1.75,1.76,1.81,1.73,1.68,1.68,1.64,1.58,1.26,0.98,35,35,34,34,32,30,30,29,29,29,37,37,37,37,37,37,37,37,37,37,35,35,35,35,36,36,37,37,37,37
Canara Rob Emerg Equities Fund-Reg(G),Equity : Large & Mid Cap,523,24.04,-1.65,36.99,24.55,8.68,-9.29,52.05,2.56,13.06,96.02,24,20,15,3,12,17,1,16,3,1,2.08,1.71,3.7,9.39,1.74,3.74,2.43,2.55,0.11,6.2,14,14,20,6,9,22,2,10,27,18,7.66,15.45,5.16,10.64,4.32,12.46,-4.43,0.98,11.6,-8.99,16,8,15,18,25,18,19,21,17,11,29.97,1.67,37.71,16.05,8.72,-6.96,38.13,6.54,4.76,51.58,2,1.67,4.17,7.63,1.47,4.68,0.95,1.9,2.52,6.49,8.03,14.33,5.41,11.54,7,13.56,-4.1,2.75,12.11,-9.73,26,26,26,25,21,20,20,20,18,18,29,29,29,29,29,29,29,27,27,26,26,26,26,26,26,26,26,27,29,29
SBI Savings Fund-Reg(G),Debt : Money Market,2774,6.89,4.31,3.34,5.67,7.71,7.06,6.34,8.35,8.27,8.94,16,13,13,10,12,11,11,2,12,9,0.6,0.54,0.62,0.56,0.58,0.58,0.71,0.59,0.59,0.54,20,15,19,5,17,12,14,14,18,17,1.77,1.73,1.9,1.61,1.61,1.78,1.71,1.51,1.17,0.61,20,13,15,19,13,15,13,15,12,15,7.05,4.47,3.48,5.76,7.85,6.86,6.6,7.81,8.31,8.96,0.63,0.54,0.65,0.54,0.59,0.58,0.71,0.6,0.61,0.55,1.84,1.72,1.93,1.66,1.65,1.83,1.73,1.56,1.19,0.68,21,19,17,16,14,13,13,13,13,13,22,22,22,22,22,22,22,22,22,22,19,19,21,21,21,21,22,22,22,22
HDFC Money Market Fund-Reg(G),Debt : Money Market,1119,7.27,4.73,3.78,6.52,8.1,7.41,6.45,7.48,8.27,9.07,8,7,4,2,3,8,10,12,11,7,0.65,0.55,0.69,0.55,0.61,0.6,0.76,0.64,0.62,0.56,7,12,6,13,9,8,7,4,11,12,1.9,1.77,2.03,1.68,1.72,1.88,1.8,1.62,1.26,0.75,8,9,6,12,6,9,8,8,7,9,7.05,4.47,3.48,5.76,7.85,6.86,6.6,7.81,8.31,8.96,0.63,0.54,0.65,0.54,0.59,0.58,0.71,0.6,0.61,0.55,1.84,1.72,1.93,1.66,1.65,1.83,1.73,1.56,1.19,0.68,21,19,17,16,14,13,13,13,13,13,22,22,22,22,22,22,22,22,22,22,19,19,21,21,21,21,22,22,22,22
HDFC Hybrid Equity Fund(G),Hybrid : Equity Oriented,1311,17.75,8.88,25.71,13.38,7.52,-11.58,35.09,0.17,-1.21,52.07,23,3,10,17,25,37,3,33,28,2,1.02,0.55,2.73,4.66,0.89,2.33,0.59,1.14,1.38,5.54,33,43,23,24,19,24,37,30,21,11,4.35,8.05,3.14,6.29,2.91,8.89,-1.15,5.86,8.49,-6.11,33,27,29,30,36,20,23,2,12,29,17.14,2.68,19.47,11.86,7.41,-1.41,20.48,6.33,3.95,34.33,1.22,1.12,2.66,4.13,0.73,2.25,0.78,1.31,1.39,4.01,5.08,7.27,3.53,6.66,3.81,7.43,-1.57,2.69,6.24,-5.36,54,54,52,51,46,38,36,33,29,24,55,55,55,55,55,55,55,55,55,55,54,54,54,54,54,54,55,55,55,55
Tata Money Market Fund-Reg(G),Debt : Money Market,3267,7.37,4.79,3.93,6.39,8.09,-0.11,6.66,7.57,8.34,9,3,5,1,3,4,13,7,11,7,8,0.64,0.55,0.66,0.59,0.62,0.59,0.77,0.63,0.63,0.58,8,9,12,2,3,10,2,7,2,5,1.87,1.81,2.05,1.75,1.73,1.89,1.81,1.64,1.27,0.72,11,2,4,1,3,5,5,4,4,12,7.05,4.47,3.48,5.76,7.85,6.86,6.6,7.81,8.31,8.96,0.63,0.54,0.65,0.54,0.59,0.58,0.71,0.6,0.61,0.55,1.84,1.72,1.93,1.66,1.65,1.83,1.73,1.56,1.19,0.68,21,19,17,16,14,13,13,13,13,13,22,22,22,22,22,22,22,22,22,22,19,19,21,21,21,21,22,22,22,22
ICICI Pru Money Market Fund(G),Debt : Money Market,1690,7.36,4.73,3.69,6.22,7.88,7.66,6.66,7.66,8.33,9.12,4,8,7,4,10,5,6,9,8,3,0.66,0.56,0.69,0.55,0.61,0.6,0.76,0.62,0.63,0.58,4,6,2,9,5,6,5,8,7,4,1.93,1.78,2.03,1.72,1.72,1.92,1.81,1.63,1.27,0.74,3,6,7,6,5,1,4,5,6,11,7.05,4.47,3.48,5.76,7.85,6.86,6.6,7.81,8.31,8.96,0.63,0.54,0.65,0.54,0.59,0.58,0.71,0.6,0.61,0.55,1.84,1.72,1.93,1.66,1.65,1.83,1.73,1.56,1.19,0.68,21,19,17,16,14,13,13,13,13,13,22,22,22,22,22,22,22,22,22,22,19,19,21,21,21,21,22,22,22,22
Aditya Birla SL Money Manager Fund(G),Debt : Money Market,394,7.43,4.84,3.84,6.63,8.04,7.91,6.76,7.71,8.4,9.17,2,4,2,1,6,2,3,6,4,2,0.66,0.56,0.65,0.6,0.61,0.6,0.77,0.64,0.63,0.57,3,5,13,1,4,4,3,2,6,8,1.89,1.83,2.06,1.74,1.73,1.91,1.85,1.66,1.3,0.74,10,1,1,3,2,3,1,1,2,10,7.05,4.47,3.48,5.76,7.85,6.86,6.6,7.81,8.31,8.96,0.63,0.54,0.65,0.54,0.59,0.58,0.71,0.6,0.61,0.55,1.84,1.72,1.93,1.66,1.65,1.83,1.73,1.56,1.19,0.68,21,19,17,16,14,13,13,13,13,13,22,22,22,22,22,22,22,22,22,22,19,19,21,21,21,21,22,22,22,22
ICICI Pru Equity-Arbitrage Fund(G),Hybrid : Arbitrage,1467,7.13,4.19,3.85,4.3,5.93,6.22,5.49,6.8,7.56,8.58,8,5,4,9,14,5,10,3,9,3,0.46,0.61,0.6,0.63,0.56,0.67,0.65,0.55,0.82,0.59,21,3,3,15,22,11,2,18,19,13,1.68,1.86,2.04,1.58,1.94,1.76,1.66,1.39,0.92,1,3,17,10,15,4,10,10,8,3,11,6.94,3.96,3.44,3.95,5.89,5.62,5.55,6.57,7.61,8.37,0.49,0.56,0.57,0.62,0.57,0.65,0.6,0.55,0.82,0.58,1.62,1.85,1.98,1.57,1.86,1.73,1.6,1.32,0.81,0.98,24,24,24,22,19,16,16,14,14,10,26,26,26,26,26,26,26,26,26,26,24,24,24,24,24,24,25,26,26,26
ICICI Pru India Opp Fund(G),Equity : Thematic,42140,36.19,19.53,49.29,7.3,-,-,-,-,-,-,10,5,5,16,-,-,-,-,-,-,2.28,2.9,5.79,6.22,0.3,2.5,2.82,2.02,2.51,6.09,39,9,19,42,43,49,7,35,35,39,11.33,9.2,7.52,10.26,12.19,14.05,-3.47,5.87,11.91,-3.56,12,53,25,40,8,10,21,10,16,2,31.97,3.2,37.07,18.21,8.82,-11.29,32.01,8.1,1.22,44.11,2.25,0.92,4.76,6.73,1.75,4.75,0.83,2.26,3.51,7.52,7.92,13.78,6.77,13.21,7.94,12.72,-3.47,3.89,11.49,-10.34,42,36,28,19,-,-,-,-,-,-,76,71,70,62,61,60,57,56,56,54,37,38,40,42,43,46,52,56,60,70
Axis Small Cap Fund-Reg(G),Equity : Small Cap,21651,34.04,2.62,58.22,22.37,19.38,-8.94,38.31,3.99,9.73,84.33,19,9,16,14,1,3,12,10,6,6,3.84,1.09,4.84,8.1,1.39,5.61,-2.73,-0.57,4.16,3.17,1,17,11,20,8,27,22,11,10,21,10.05,15.75,0.74,10.45,7.63,16.57,-3.28,0.95,13.12,-9.05,9,23,16,15,24,17,12,8,17,7,41.08,1.3,62.64,30.35,-0.96,-16.72,49.29,6.2,10.26,76.99,2.09,1.84,4.71,9.01,0.57,8.04,-1.98,-0.79,4.25,4.34,8.87,18.45,1.38,11.85,11.12,17.15,-3.19,0.84,14.98,-9.56,24,23,22,19,17,14,13,13,13,11,28,28,28,27,27,27,27,27,27,26,23,23,23,24,24,24,24,27,27,28
HDFC Large and Mid Cap Fund-Reg(G),Equity : Large & Mid Cap,2271,37.72,8.17,43.08,11.43,6.58,-3.83,29.41,3.92,-4.84,27.46,2,4,4,23,15,4,20,13,18,18,1.77,0.8,5.05,7.23,1.27,4.87,0.31,0.93,3.08,7.49,17,25,6,19,16,11,22,23,9,4,7.76,13.88,4.35,12.99,9.49,16.04,-4.06,4.34,12.12,-7.64,14,16,16,7,3,2,14,7,14,4,29.97,1.67,37.71,16.05,8.72,-6.96,38.13,6.54,4.76,51.58,2,1.67,4.17,7.63,1.47,4.68,0.95,1.9,2.52,6.49,8.03,14.33,5.41,11.54,7,13.56,-4.1,2.75,12.11,-9.73,26,26,26,25,21,20,20,20,18,18,29,29,29,29,29,29,29,27,27,26,26,26,26,26,26,26,26,27,29,29
