MF Code,incept_date,schemecode,sdx_returns,sharpex_returns,sotinox_returns,betax_returns,alphax_returns,treynorx_returns,sdy_returns,sharpey_returns,sotinoy_returns,betay_returns,alphay_returns,treynory_returns,rank_sd,rank_sharpe,rank_sotino,rank_beta,rank_alpha,rank_treynor,index_name,s_name,avg_std_dev,avg_sharpe,avg_sotino,avg_beta,avg_alpha,avg_treyno,no_of_funds_total
HDFC Low Duration Fund(G),1999-11-18,1114,0.33,10.09,20.0,0.04,3.2,89.28,0.02,0.64,1.26,0.04,0.01,0.35,10,8,8,1,4,1,NIFTY Low Duration Debt Index,HDFC Low Duration Fund(G),0.34,9.87,19.94,0.06,3.08,57.83,20
Kotak Balanced Advantage Fund-Reg(G),2018-08-03,40623,7.07,2.31,3.53,1.26,11.39,12.95,0.45,0.15,0.22,1.26,0.05,0.05,8,10,8,11,18,14,NIFTY 50 Hybrid Composite Debt 50:50 Index,Kotak Balanced Advantage Fund-Reg(G),8.71,2.13,3.13,1.52,12.42,12.87,28
Aditya Birla SL ELSS Tax Saver Fund(G),2008-03-10,4637,13.44,2.0,2.89,0.92,8.9,29.26,0.85,0.13,0.18,0.92,0.04,0.12,17,26,29,33,37,38,NIFTY 500 - TRI,Aditya Birla SL ELSS Tax Saver Fund(G),14.61,1.97,2.91,0.91,10.82,31.54,59
HSBC Liquid Fund(G),2004-06-01,1340,0.07,10.77,5.63,0.0,0.76,-355.67,0.0,0.68,0.35,0.0,0.0,-1.41,19,16,17,19,24,19,Nifty Liquid Fund Index,HSBC Liquid Fund(G),0.09,10.74,6.95,0.0,0.91,-386.2,37
Kotak Bond Short Term Fund(G),2002-05-02,1971,0.73,5.48,11.44,0.36,2.57,11.14,0.05,0.34,0.72,0.36,0.01,0.04,20,14,14,20,12,18,Nifty Short Duration Debt Index,Kotak Bond Short Term Fund(G),0.67,5.37,11.21,0.28,2.31,-328.36,25
HDFC ELSS Tax saver(G),1996-03-31,1329,12.47,2.72,4.21,0.86,17.04,39.34,0.79,0.17,0.27,0.86,0.07,0.16,6,3,2,21,7,5,NIFTY 500 - TRI,HDFC ELSS Tax saver(G),14.61,1.97,2.91,0.91,10.82,31.54,59
Nippon India ELSS Tax Saver Fund(G),2005-09-21,2667,15.42,2.01,2.83,1.03,10.91,30.21,0.97,0.13,0.18,1.03,0.04,0.12,39,24,33,54,29,31,NIFTY 500 - TRI,Nippon India ELSS Tax Saver Fund(G),14.61,1.97,2.91,0.91,10.82,31.54,59
DSP Small Cap Fund-Reg(G),2007-06-14,714,16.02,1.71,2.53,0.73,13.1,37.52,1.01,0.11,0.16,0.73,0.05,0.15,10,20,19,4,15,12,BSE 250 Small Cap - TRI,DSP Small Cap Fund-Reg(G),16.44,1.9,2.74,0.83,15.09,37.85,24
SBI Overnight Fund-Reg(G),2002-09-24,2787,0.01,36.7,2.12,0.0,0.28,1742.91,0.0,2.31,0.13,0.0,0.0,6.92,1,7,28,19,33,4,CRISIL Liquid Overnight Index,SBI Overnight Fund-Reg(G),0.04,24.86,4.05,0.0,0.47,424.97,35
Tata Liquid Fund-Reg(G),2004-09-01,3212,0.07,11.17,5.33,0.0,0.73,-416.78,0.0,0.7,0.34,0.0,0.0,-1.65,11,12,31,24,28,27,CRISIL Liquid Debt Index,Tata Liquid Fund-Reg(G),0.09,10.74,6.95,0.0,0.91,-386.2,37
Nippon India Money Market Fund(G),2005-06-15,2628,0.33,11.14,23.23,0.02,3.58,216.34,0.02,0.7,1.46,0.02,0.01,0.86,19,3,4,20,3,14,Nifty Money Market Index,Nippon India Money Market Fund(G),0.31,10.51,21.91,0.02,3.25,219.97,22
HDFC Arbitrage-WP(G),2007-10-23,1103,1.02,3.31,7.67,-0.12,3.83,-27.69,0.06,0.21,0.48,-0.12,0.02,-0.11,12,4,3,22,4,23,Nifty 50 Arbitrage,HDFC Arbitrage-WP(G),1.02,3.0,6.67,-0.12,3.56,-23.43,25
Kotak Multicap Fund-Reg(G),2021-09-29,45336,16.78,2.16,3.15,0.99,16.71,36.54,1.06,0.14,0.2,0.99,0.07,0.14,31,15,16,28,6,12,Nifty500 Multicap 50:25:25 - TRI,Kotak Multicap Fund-Reg(G),14.74,2.07,3.04,0.91,12.25,33.15,36
ICICI Pru ELSS Tax Saver Fund(G),1999-08-19,1694,12.01,2.28,3.47,0.82,11.31,33.36,0.76,0.14,0.22,0.82,0.04,0.13,2,12,8,12,27,22,NIFTY 500 - TRI,ICICI Pru ELSS Tax Saver Fund(G),14.61,1.97,2.91,0.91,10.82,31.54,59
Canara Rob Bluechip Equity Fund-Reg(G),2010-08-20,8217,13.09,2.04,3.1,0.94,8.24,28.35,0.82,0.13,0.2,0.94,0.03,0.11,11,11,11,15,17,16,BSE 100 - TRI,Canara Rob Bluechip Equity Fund-Reg(G),13.97,1.94,2.92,0.95,8.37,28.52,36
Nippon India Arbitrage Fund(G),2010-10-14,12938,0.99,3.21,7.04,-0.11,3.6,-28.22,0.06,0.2,0.44,-0.11,0.01,-0.11,4,9,10,24,16,24,Nifty 50 Arbitrage,Nippon India Arbitrage Fund(G),1.02,3.0,6.67,-0.12,3.56,-23.43,25
DSP Liquidity Fund-Reg(G),2005-11-22,708,0.07,10.95,5.57,0.0,0.78,-530.38,0.0,0.69,0.35,0.0,0.0,-2.1,16,13,21,31,12,32,CRISIL Liquid Debt Index,DSP Liquidity Fund-Reg(G),0.09,10.74,6.95,0.0,0.91,-386.2,37
HDFC Focused 30 Fund(G),2004-09-17,1129,11.23,2.98,4.59,0.76,18.57,44.07,0.71,0.19,0.29,0.76,0.07,0.17,2,1,1,3,3,1,NIFTY 500 - TRI,HDFC Focused 30 Fund(G),14.74,2.07,3.04,0.91,12.25,33.15,36
HDFC Floating Rate Debt Fund(G),2007-10-23,3728,0.45,9.47,20.23,0.09,3.88,48.81,0.03,0.6,1.27,0.09,0.02,0.19,4,2,1,6,3,5,CRISIL Short Duration Debt Index,HDFC Floating Rate Debt Fund(G),0.65,7.52,16.1,0.19,3.43,85.59,13
ICICI Pru Multicap Fund(G),1994-10-01,1677,12.41,2.68,3.99,0.8,17.54,41.45,0.78,0.17,0.25,0.8,0.07,0.16,3,2,2,5,4,2,Nifty500 Multicap 50:25:25 - TRI,ICICI Pru Multicap Fund(G),14.74,2.07,3.04,0.91,12.25,33.15,36
HDFC Short Term Debt Fund(G),2010-06-25,11925,0.65,6.86,13.39,0.31,3.28,14.57,0.04,0.43,0.84,0.31,0.01,0.06,9,1,4,11,1,2,CRISIL Short Duration Debt Index,HDFC Short Term Debt Fund(G),0.67,5.37,11.21,0.28,2.31,-328.36,25
Axis Growth Opp Fund-Reg(G),2018-10-22,38080,12.62,2.44,3.7,0.76,15.95,40.5,0.8,0.15,0.23,0.76,0.06,0.16,1,6,5,1,10,3,NIFTY LargeMidcap 250 - TRI,Axis Growth Opp Fund-Reg(G),15.24,2.1,3.06,0.94,13.17,33.64,26
DSP Equity Opportunities Fund-Reg(G),2000-05-16,716,15.14,2.33,3.36,0.98,16.13,36.09,0.95,0.15,0.21,0.98,0.06,0.14,13,8,8,16,9,10,NIFTY LargeMidcap 250 - TRI,DSP Equity Opportunities Fund-Reg(G),15.24,2.1,3.06,0.94,13.17,33.64,26
Axis Focused Fund-Reg(G),2012-06-29,15557,13.1,1.88,2.99,0.83,8.49,29.79,0.83,0.12,0.19,0.83,0.03,0.12,6,28,22,7,30,28,NIFTY 500 - TRI,Axis Focused Fund-Reg(G),14.74,2.07,3.04,0.91,12.25,33.15,36
Franklin India Smaller Cos Fund(G),2006-01-13,952,15.55,1.99,2.88,0.81,15.04,38.13,0.98,0.13,0.18,0.81,0.06,0.15,7,8,5,11,11,10,Nifty Smallcap 250 - TRI,Franklin India Smaller Cos Fund(G),16.44,1.9,2.74,0.83,15.09,37.85,24
Axis Money Market Fund-Reg(G),2019-08-06,21218,0.33,11.07,23.15,0.02,3.55,218.74,0.02,0.7,1.46,0.02,0.01,0.87,16,4,5,18,6,12,Nifty Money Market Index,Axis Money Market Fund-Reg(G),0.31,10.51,21.91,0.02,3.25,219.97,22
ICICI Pru Technology Fund(G),2000-03-03,1695,15.82,2.06,4.11,0.75,17.77,43.17,1.0,0.13,0.26,0.75,0.07,0.17,3,5,4,4,4,4,BSE TECk Index - TRI,ICICI Pru Technology Fund(G),16.13,2.05,3.94,0.78,17.84,43.41,7
HSBC Value Fund-Reg(G),2010-01-08,8262,17.37,2.04,2.86,1.07,14.52,33.16,1.09,0.13,0.18,1.07,0.06,0.13,17,15,15,17,12,13,NIFTY 500 - TRI,HSBC Value Fund-Reg(G),15.48,2.22,3.26,0.98,14.56,35.09,22
BHARAT Bond ETF - April 2031,2020-07-27,45008,1.13,5.38,9.21,0.35,4.69,17.29,0.07,0.34,0.58,0.35,0.02,0.07,12,9,9,11,1,7,NIFTY BHARAT Bond Index - April 2031,BHARAT Bond ETF - April 2031,0.92,5.17,9.33,0.42,2.31,-21.69,20
UTI Large Cap Fund-Reg(G),2005-08-03,3626,12.05,1.8,2.82,0.86,4.86,25.25,0.76,0.11,0.18,0.86,0.02,0.1,2,25,20,5,29,28,BSE 100 - TRI,UTI Large Cap Fund-Reg(G),13.97,1.94,2.92,0.95,8.37,28.52,36
Bandhan Corp Bond Fund-Reg(G),2016-01-12,31896,0.65,5.3,9.29,0.25,2.49,13.91,0.04,0.33,0.59,0.25,0.01,0.06,5,17,20,4,18,5,NIFTY Corporate Bond Index,Bandhan Corp Bond Fund-Reg(G),0.74,5.68,10.98,0.34,2.81,12.74,21
Kotak Corporate Bond Fund(G),2007-09-21,265,0.78,5.68,10.82,0.39,2.92,11.47,0.05,0.36,0.68,0.39,0.01,0.05,13,9,8,17,8,12,NIFTY Corporate Bond Index,Kotak Corporate Bond Fund(G),0.74,5.68,10.98,0.34,2.81,12.74,21
Invesco India Liquid Fund(G),2006-11-17,2240,0.07,11.28,5.75,0.0,0.78,-442.86,0.0,0.71,0.36,0.0,0.0,-1.76,13,10,11,27,17,28,Nifty Liquid Fund Index,Invesco India Liquid Fund(G),0.09,10.74,6.95,0.0,0.91,-386.2,37
ICICI Pru Ultra Short Term Fund Fund(G),2011-05-03,12454,0.31,10.69,22.61,0.01,3.33,365.22,0.02,0.67,1.42,0.01,0.01,1.45,22,7,4,2,3,2,NIFTY Ultra Short Duration Debt Index,ICICI Pru Ultra Short Term Fund Fund(G),0.3,10.08,20.95,0.01,2.94,202.13,24
Nippon India ETF Gold BeES,2007-03-08,1024,11.96,1.76,2.79,0.24,20.13,88.68,0.75,0.11,0.18,0.24,0.08,0.35,4,6,5,2,12,2,Gold-India,Nippon India ETF Gold BeES,17.09,1.49,2.45,1.02,20.32,41.43,22
Canara Rob Flexi Cap Fund-Reg(G),2003-09-16,526,13.3,2.05,3.06,0.93,9.05,29.36,0.84,0.13,0.19,0.93,0.04,0.12,13,21,19,21,26,28,BSE 500 - TRI,Canara Rob Flexi Cap Fund-Reg(G),14.68,2.02,2.98,0.94,11.13,31.53,45
HDFC Ultra Short Term Fund-Reg(G),2018-09-24,39949,0.3,10.97,22.84,0.01,3.28,232.87,0.02,0.69,1.44,0.01,0.01,0.92,16,5,3,10,5,5,CRISIL Ultra Short Term Debt Index,HDFC Ultra Short Term Fund-Reg(G),0.3,10.08,20.95,0.01,2.94,202.13,24
Nippon India ETF Nifty 1D Rate Liquid BeES,2003-07-08,2155,0.12,-4.25,-20.18,0.0,-0.5,219.32,0.01,-0.27,-1.27,0.0,0.0,0.87,2,20,19,3,20,1,Nifty 1D Rate Index,Nippon India ETF Nifty 1D Rate Liquid BeES,0.92,5.17,9.33,0.42,2.31,-21.69,20
UTI Money Market Fund-Reg(G),2009-07-09,7914,0.33,11.05,23.25,0.01,3.58,252.35,0.02,0.7,1.46,0.01,0.01,1.0,17,6,1,7,4,5,CRISIL Money Market Index,UTI Money Market Fund-Reg(G),0.31,10.51,21.91,0.02,3.25,219.97,22
HDFC Manufacturing Fund-Reg(G),2024-05-16,48655,,,,,,,,,,,,,,,,,,,Nifty India Manufacturing - TRI,HDFC Manufacturing Fund-Reg(G),15.92,2.07,3.1,0.93,13.57,34.29,53
Axis Flexi Cap Fund-Reg(G),2017-11-17,38212,14.02,2.02,2.99,0.93,10.21,30.52,0.88,0.13,0.19,0.93,0.04,0.12,18,22,21,20,24,25,NIFTY 500 - TRI,Axis Flexi Cap Fund-Reg(G),14.68,2.02,2.98,0.94,11.13,31.53,45
Bandhan Banking & PSU Debt Fund-Reg(G),2013-03-07,20747,0.61,5.93,11.72,0.26,2.6,13.78,0.04,0.37,0.74,0.26,0.01,0.05,9,10,11,9,20,10,NIFTY Banking and PSU Debt Index,Bandhan Banking & PSU Debt Fund-Reg(G),0.71,5.77,11.63,0.3,2.77,14.73,25
Kotak Savings Fund(G),2004-08-13,1995,0.3,10.19,21.05,0.01,3.05,209.87,0.02,0.64,1.33,0.01,0.01,0.83,18,13,13,11,11,7,NIFTY Ultra Short Duration Debt Index,Kotak Savings Fund(G),0.3,10.08,20.95,0.01,2.94,202.13,24
SBI Short Term Debt Fund-Reg(G),2007-07-26,2843,0.65,5.79,11.78,0.31,2.55,12.25,0.04,0.36,0.74,0.31,0.01,0.05,8,9,12,10,13,8,CRISIL Short Duration Debt Index,SBI Short Term Debt Fund-Reg(G),0.67,5.37,11.21,0.28,2.31,-328.36,25
Axis Banking & PSU Debt Fund-Reg(G),2012-06-08,16903,0.59,6.09,12.6,0.21,2.72,16.68,0.04,0.38,0.79,0.21,0.01,0.07,8,9,8,7,15,8,NIFTY Banking and PSU Debt Index,Axis Banking & PSU Debt Fund-Reg(G),0.71,5.77,11.63,0.3,2.77,14.73,25
Sundaram Mid Cap Fund-Reg(G),2002-07-19,3067,15.78,2.5,3.71,0.89,21.97,44.33,0.99,0.16,0.23,0.89,0.09,0.18,14,2,4,12,5,4,Nifty Midcap 150 - TRI,Sundaram Mid Cap Fund-Reg(G),16.4,2.13,3.17,0.92,16.88,38.14,30
Franklin India Focused Equity Fund(G),2007-07-26,938,13.18,2.13,3.23,0.91,10.33,31.0,0.83,0.13,0.2,0.91,0.04,0.12,7,18,10,17,25,23,NIFTY 500 - TRI,Franklin India Focused Equity Fund(G),14.74,2.07,3.04,0.91,12.25,33.15,36
ICICI Pru BSE Sensex ETF,2003-01-10,2848,13.39,1.57,2.44,0.99,1.99,21.12,0.84,0.1,0.15,0.99,0.01,0.08,29,106,104,75,110,104,BSE SENSEX - TRI,ICICI Pru BSE Sensex ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
ICICI Pru All Seasons Bond Fund(G),2010-01-20,8499,1.14,3.91,6.93,0.58,2.17,7.69,0.07,0.25,0.44,0.58,0.01,0.03,3,5,5,4,7,6,NIFTY Composite Bond Index,ICICI Pru All Seasons Bond Fund(G),1.84,3.3,6.1,0.93,1.59,13.86,22
Franklin India Prima Fund(G),1993-12-01,948,15.61,2.46,3.75,0.9,20.76,42.66,0.98,0.16,0.24,0.9,0.08,0.17,9,4,3,15,8,6,Nifty Midcap 150 - TRI,Franklin India Prima Fund(G),16.4,2.13,3.17,0.92,16.88,38.14,30
UTI Mid Cap Fund-Reg(G),2005-07-30,3628,14.39,1.97,2.97,0.81,12.5,35.13,0.91,0.12,0.19,0.81,0.05,0.14,3,23,22,3,25,23,Nifty Midcap 150 - TRI,UTI Mid Cap Fund-Reg(G),16.4,2.13,3.17,0.92,16.88,38.14,30
Edelweiss Balanced Advantage Fund-Reg(G),2009-08-20,7912,9.68,1.97,2.8,1.61,12.78,11.79,0.61,0.12,0.18,1.61,0.05,0.05,20,21,21,20,9,20,NIFTY 50 Hybrid Composite Debt 50:50 Index,Edelweiss Balanced Advantage Fund-Reg(G),8.71,2.13,3.13,1.52,12.42,12.87,28
Aditya Birla SL Floating Rate Fund(G),2009-03-25,7727,0.38,10.21,19.85,0.06,3.6,62.17,0.02,0.64,1.25,0.06,0.01,0.25,2,1,3,3,9,3,NIFTY Low Duration Debt Index,Aditya Birla SL Floating Rate Fund(G),0.65,7.52,16.1,0.19,3.43,85.59,13
SBI Magnum Ultra Short Duration Fund-Reg(G),1999-05-19,2785,0.3,10.89,22.46,0.02,3.23,178.87,0.02,0.69,1.41,0.02,0.01,0.71,15,6,5,16,7,14,CRISIL Ultra Short Term Debt Index,SBI Magnum Ultra Short Duration Fund-Reg(G),0.3,10.08,20.95,0.01,2.94,202.13,24
Canara Rob Small Cap Fund-Reg(G),2019-02-15,42350,16.13,1.79,2.52,0.84,12.27,34.15,1.02,0.11,0.16,0.84,0.05,0.14,11,17,20,16,17,20,Nifty Smallcap 250 - TRI,Canara Rob Small Cap Fund-Reg(G),16.44,1.9,2.74,0.83,15.09,37.85,24
Motilal Oswal Flexi Cap Fund-Reg(G),2014-04-28,26481,16.33,2.59,4.25,0.93,24.17,45.61,1.03,0.16,0.27,0.93,0.1,0.18,35,5,3,22,2,2,NIFTY 500 - TRI,Motilal Oswal Flexi Cap Fund-Reg(G),14.68,2.02,2.98,0.94,11.13,31.53,45
Aditya Birla SL Arbitrage Fund(G),2009-07-24,7889,1.0,3.19,6.92,-0.12,3.68,-26.01,0.06,0.2,0.44,-0.12,0.01,-0.1,7,10,13,19,12,19,Nifty 50 Arbitrage - TRI,Aditya Birla SL Arbitrage Fund(G),1.02,3.0,6.67,-0.12,3.56,-23.43,25
Aditya Birla SL Savings Fund-Reg(G),2003-04-16,468,0.33,11.08,22.44,0.01,3.58,481.02,0.02,0.7,1.41,0.01,0.01,1.91,23,2,6,1,1,1,NIFTY Ultra Short Duration Debt Index,Aditya Birla SL Savings Fund-Reg(G),0.3,10.08,20.95,0.01,2.94,202.13,24
DSP Flexi Cap Fund-Reg(G),2007-06-07,642,14.42,2.0,2.9,0.92,10.89,31.42,0.91,0.13,0.18,0.92,0.04,0.12,24,23,23,17,22,22,NIFTY 500 - TRI,DSP Flexi Cap Fund-Reg(G),14.68,2.02,2.98,0.94,11.13,31.53,45
HSBC Midcap Fund-Reg(G),2004-08-09,611,18.57,2.22,3.19,1.03,21.02,39.99,1.17,0.14,0.2,1.03,0.08,0.16,27,10,16,28,6,8,Nifty Midcap 150 - TRI,HSBC Midcap Fund-Reg(G),16.4,2.13,3.17,0.92,16.88,38.14,30
Edelweiss Arbitrage Fund-Reg(G),2014-06-27,27622,1.03,3.19,7.01,-0.14,3.81,-23.71,0.06,0.2,0.44,-0.14,0.02,-0.09,16,11,11,9,6,14,Nifty 50 Arbitrage,Edelweiss Arbitrage Fund-Reg(G),1.02,3.0,6.67,-0.12,3.56,-23.43,25
ICICI Pru Equity Savings Fund(G),2014-12-05,31230,2.05,3.16,6.62,0.18,5.77,35.18,0.13,0.2,0.42,0.18,0.02,0.14,3,2,1,3,49,1,NIFTY 50 Equity Savings Index,ICICI Pru Equity Savings Fund(G),7.87,2.17,3.3,1.25,12.62,14.78,53
Tata Digital India Fund-Reg(G),2015-12-28,33727,16.97,2.17,4.38,0.79,21.47,46.9,1.07,0.14,0.28,0.79,0.09,0.19,6,3,3,6,3,3,NIFTY IT - TRI,Tata Digital India Fund-Reg(G),16.13,2.05,3.94,0.78,17.84,43.41,7
ICICI Pru Business Cycle Fund(G),2021-01-18,44146,12.21,2.8,4.22,0.82,18.02,41.45,0.77,0.18,0.27,0.82,0.07,0.16,11,6,6,16,13,9,NIFTY 500 - TRI,ICICI Pru Business Cycle Fund(G),15.92,2.07,3.1,0.93,13.57,34.29,53
SBI Magnum Low Duration Fund-Reg(G),2007-07-26,2832,0.32,10.03,19.16,0.07,2.95,46.77,0.02,0.63,1.21,0.07,0.01,0.19,2,9,17,17,15,19,CRISIL Low Duration Debt Index,SBI Magnum Low Duration Fund-Reg(G),0.34,9.87,19.94,0.06,3.08,57.83,20
ICICI Pru Nifty 50 Index Fund(G),2002-02-26,1623,13.52,1.67,2.56,1.0,3.07,22.68,0.85,0.11,0.16,1.0,0.01,0.09,31,68,63,53,72,72,NIFTY 50 - TRI,ICICI Pru Nifty 50 Index Fund(G),16.72,1.86,2.81,1.05,11.36,31.35,102
SBI Energy Opportunities Fund-Reg(G),2024-02-26,48474,,,,,,,,,,,,,,,,,,,NIFTY ENERGY - TRI,SBI Energy Opportunities Fund-Reg(G),20.09,1.81,2.56,1.03,13.94,32.44,3
PGIM India Midcap Opp Fund-Reg(G),2013-12-02,24741,14.06,1.76,2.76,0.8,9.07,30.9,0.89,0.11,0.17,0.8,0.04,0.12,2,28,26,2,28,28,Nifty Midcap 150 - TRI,PGIM India Midcap Opp Fund-Reg(G),16.4,2.13,3.17,0.92,16.88,38.14,30
Bandhan Liquid Fund-Reg(G),2004-04-02,1032,0.07,10.24,5.46,0.0,0.73,-340.7,0.0,0.64,0.34,0.0,0.0,-1.35,24,28,26,20,30,17,Nifty Liquid Fund Index,Bandhan Liquid Fund-Reg(G),0.09,10.74,6.95,0.0,0.91,-386.2,37
Tata Arbitrage Fund-Reg(G),2018-12-18,38865,0.97,3.24,7.37,-0.14,3.68,-22.68,0.06,0.2,0.46,-0.14,0.01,-0.09,3,7,6,8,11,11,Nifty 50 Arbitrage,Tata Arbitrage Fund-Reg(G),1.02,3.0,6.67,-0.12,3.56,-23.43,25
BHARAT Bond ETF - April 2025,2020-07-27,45007,0.39,9.39,20.04,0.06,3.45,66.5,0.02,0.59,1.26,0.06,0.01,0.26,8,2,2,8,6,4,NIFTY BHARAT Bond Index - April 2025,BHARAT Bond ETF - April 2025,0.92,5.17,9.33,0.42,2.31,-21.69,20
Quant ELSS Tax Saver Fund(G),2000-04-13,889,17.67,1.92,2.76,1.04,13.53,32.63,1.11,0.12,0.17,1.04,0.05,0.13,56,33,35,55,18,24,NIFTY 500 - TRI,Quant ELSS Tax Saver Fund(G),14.61,1.97,2.91,0.91,10.82,31.54,59
Nippon India ETF BSE Sensex,2014-09-24,30127,13.39,1.57,2.44,0.99,1.97,21.12,0.84,0.1,0.15,0.99,0.01,0.08,26,107,105,71,111,105,BSE SENSEX - TRI,Nippon India ETF BSE Sensex,16.6,1.82,2.93,1.1,11.73,34.92,141
Canara Rob Equity Hybrid Fund-Reg(G),1993-02-01,513,10.81,2.11,3.02,1.81,15.8,12.6,0.68,0.13,0.19,1.81,0.06,0.05,42,33,35,47,13,36,CRISIL Hybrid 35+65 - Aggressive Index,Canara Rob Equity Hybrid Fund-Reg(G),7.87,2.17,3.3,1.25,12.62,14.78,53
Quant Active Fund(G),2001-03-20,871,18.41,1.46,2.06,1.04,6.4,25.75,1.16,0.09,0.13,1.04,0.03,0.1,35,34,34,33,32,33,NIFTY 500 - TRI,Quant Active Fund(G),14.74,2.07,3.04,0.91,12.25,33.15,36
UTI Value Fund-Reg(G),2005-07-20,3644,13.43,2.61,3.95,0.91,17.16,38.4,0.85,0.16,0.25,0.91,0.07,0.15,4,3,4,5,7,6,NIFTY 500 - TRI,UTI Value Fund-Reg(G),15.48,2.22,3.26,0.98,14.56,35.09,22
DSP Equity & Bond Fund-Reg(G),1999-05-27,635,9.94,2.44,3.74,1.35,18.98,17.89,0.63,0.15,0.24,1.35,0.08,0.07,32,15,13,26,7,8,CRISIL Hybrid 35+65 - Aggressive Index,DSP Equity & Bond Fund-Reg(G),7.87,2.17,3.3,1.25,12.62,14.78,53
Bandhan Sterling Value Fund-Reg(G),2008-03-07,4270,13.69,2.08,3.08,0.92,10.76,31.15,0.86,0.13,0.19,0.92,0.04,0.12,5,12,12,6,17,16,BSE 500 - TRI,Bandhan Sterling Value Fund-Reg(G),15.48,2.22,3.26,0.98,14.56,35.09,22
BHARAT Bond ETF - April 2032,2021-12-13,46127,1.2,5.34,9.54,0.45,4.64,14.21,0.08,0.34,0.6,0.45,0.02,0.06,13,10,7,13,2,8,NIFTY BHARAT Bond Index - April 2032,BHARAT Bond ETF - April 2032,0.92,5.17,9.33,0.42,2.31,-21.69,20
ICICI Pru Energy Opportunities Fund-Reg(G),2024-07-22,48896,,,,,,,,,,,,,,,,,,,NIFTY ENERGY - TRI,ICICI Pru Energy Opportunities Fund-Reg(G),20.09,1.81,2.56,1.03,13.94,32.44,3
Tata Balanced Adv Fund-Reg(G),2019-01-28,39531,7.04,2.14,3.11,1.28,10.13,11.77,0.44,0.13,0.2,1.28,0.04,0.05,7,16,17,12,23,21,CRISIL Hybrid 50+50 - Moderate Index,Tata Balanced Adv Fund-Reg(G),8.71,2.13,3.13,1.52,12.42,12.87,28
SBI Magnum Gilt Fund-Reg(G),2000-12-23,2754,2.33,2.44,4.19,1.22,0.96,4.66,0.15,0.15,0.26,1.22,0.0,0.02,21,29,29,21,28,26,Nifty All Duration G-Sec Index,SBI Magnum Gilt Fund-Reg(G),1.92,3.29,6.51,0.98,1.67,6.84,35
Aditya Birla SL Low Duration Fund(G),1998-05-14,440,0.33,9.2,18.74,0.06,2.82,49.82,0.02,0.58,1.18,0.06,0.01,0.2,12,19,20,13,19,16,NIFTY Low Duration Debt Index,Aditya Birla SL Low Duration Fund(G),0.34,9.87,19.94,0.06,3.08,57.83,20
Mirae Asset Liquid Fund-Reg(G),2009-01-12,7554,0.07,11.32,5.6,0.0,0.76,-359.33,0.0,0.71,0.35,0.0,0.0,-1.43,9,9,18,17,22,20,Nifty Liquid Fund Index,Mirae Asset Liquid Fund-Reg(G),0.09,10.74,6.95,0.0,0.91,-386.2,37
HDFC Overnight Fund(G),2002-02-06,1117,0.01,25.6,2.08,0.0,0.28,-1628.0,0.0,1.61,0.13,0.0,0.0,-6.46,20,21,30,10,29,31,CRISIL Liquid Overnight Index,HDFC Overnight Fund(G),0.04,24.86,4.05,0.0,0.47,424.97,35
ICICI Pru Focused Equity Fund(G),2009-05-28,7747,12.54,2.92,4.66,0.82,20.56,44.68,0.79,0.18,0.29,0.82,0.08,0.18,5,1,1,1,1,1,BSE 500 - TRI,ICICI Pru Focused Equity Fund(G),13.97,1.94,2.92,0.95,8.37,28.52,36
HDFC Childrens Gift Fund,2001-03-02,1126,10.09,2.06,2.98,1.85,13.61,11.21,0.64,0.13,0.19,1.85,0.05,0.04,17,23,25,29,17,26,NIFTY 50 Hybrid Composite Debt 65:35 Index,HDFC Childrens Gift Fund,9.32,2.27,3.54,1.66,13.4,12.58,39
SBI Conservative Hybrid Fund-Reg(G),2001-03-23,2797,3.57,2.77,4.12,0.81,6.73,12.17,0.23,0.17,0.26,0.81,0.03,0.05,11,9,10,11,9,9,NIFTY 50 Hybrid Composite Debt 15:85 Index,SBI Conservative Hybrid Fund-Reg(G),3.55,2.72,4.23,0.82,6.28,12.7,19
Aditya Birla SL Nifty SDL Plus PSU Bond Sep 2026 60:40 Index Fund-Reg(G),2021-09-24,45732,0.56,7.32,17.21,0.19,3.33,21.47,0.04,0.46,1.08,0.19,0.01,0.09,1,2,1,4,23,4,Nifty SDL Plus PSU Bond Sep 2026 60:40 Index,Aditya Birla SL Nifty SDL Plus PSU Bond Sep 2026 60:40 Index Fund-Reg(G),1.16,4.71,10.28,0.48,2.9,12.91,52
Kotak Bluechip Fund(G),2003-02-04,1962,13.42,1.99,3.0,0.96,7.84,27.87,0.85,0.13,0.19,0.96,0.03,0.11,15,15,14,17,20,18,NIFTY 100 - TRI,Kotak Bluechip Fund(G),13.97,1.94,2.92,0.95,8.37,28.52,36
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund-Reg(G),2022-01-19,45947,0.57,7.0,15.6,0.19,3.28,21.57,0.04,0.44,0.98,0.19,0.01,0.09,5,5,8,6,9,8,Nifty CPSE Bond Plus SDL Sep 2026 50:50 Index,SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund-Reg(G),0.83,5.57,12.1,0.35,2.85,18.32,30
