MF Code,schemecode,fund_house,returns_1month,returns_3month,returns_6month,returns_1year,index_name,returns_3year,returns_5year,returns_10year,ytd_returns,rank_ytd,rank_1month,rank_3month,rank_6month,rank_1year,rank_3year,rank_5year,rank_10year,s_name,classification,funds_num_ytd,funds_num_month1,funds_num_month3,funds_num_month6,funds_num_year1,funds_num_year3,funds_num_year5,funds_num_year10,ytd_avg,avg_month1,avg_month3,avg_month6,avg_year1,avg_year3,avg_year5,avg_year10,monthret_1,monthret_3,monthret_6,yrret_1,yrret_3,yrret_5,yrret_10,ytdret
Bharat 22 ETF,38252,ICICI Prudential Mutual Fund,-2.02,3.27,33.87,61.62,S&P BSE Bharat 22 Index - TRI,40.63,22.68,,12.21,30,65,46,21,14,4,5,,Bharat 22 ETF,Equity : ETFs,141,149,145,141,129,76,56,23,5.93,-1.65,2.08,18.87,34.31,17.92,16.84,13.52,,,,,,,,
Tata Money Market Fund-Reg(G),3267,Tata Mutual Fund,0.57,2.01,3.84,7.54,CRISIL Money Market Index,5.81,6.04,6.13,2.85,3,8,4,2,4,4,3,13,Tata Money Market Fund-Reg(G),Debt : Money Market,22,22,22,22,21,17,14,13,2.71,0.55,1.91,3.66,7.21,5.55,5.77,6.7,,,,,,,,
Tata Liquid Fund-Reg(G),3212,Tata Mutual Fund,0.54,1.83,3.66,7.22,CRISIL Liquid Debt Index,5.5,5.17,6.42,2.64,21,19,22,18,15,23,13,10,Tata Liquid Fund-Reg(G),Debt : Liquid,37,37,37,37,36,35,34,29,2.61,0.54,1.81,3.61,7.14,5.47,5.08,6.32,,,,,,,,
DSP Midcap Fund-Reg(G),735,DSP Mutual Fund,1.82,3.24,15.71,41.15,Nifty Midcap 150 - TRI,16.47,18.65,18.58,3.62,30,2,17,26,22,25,22,16,DSP Midcap Fund-Reg(G),Equity : Mid Cap,30,30,30,30,30,25,22,20,9.15,-0.19,4.03,20.09,45.99,23.47,23.27,19.62,,,,,,,,
HDFC Low Duration Fund(G),1114,HDFC Mutual Fund,0.54,1.91,3.57,7.13,NIFTY Low Duration Debt Index,5.44,6.15,6.8,2.67,6,11,4,7,4,4,3,10,HDFC Low Duration Fund(G),Debt : Low Duration,20,20,20,20,20,20,20,18,2.63,0.54,1.84,3.54,6.94,5.35,5.41,6.6,,,,,,,,
UTI Nifty 50 Index Fund-Reg(G),3641,UTI Mutual Fund,-3.04,0.76,13.2,21.1,NIFTY 50 - TRI,14.86,15.1,13.28,1.68,77,84,65,72,63,20,7,3,UTI Nifty 50 Index Fund-Reg(G),Equity : Index Funds,106,116,109,104,91,40,23,18,7.19,-1.6,2.3,20.96,39.07,17.53,15.63,13.07,,,,,,,,
Kotak Balanced Advantage Fund-Reg(G),40623,Kotak Mahindra Mutual Fund,-0.7,2.41,9.49,16.42,NIFTY 50 Hybrid Composite Debt 50:50 Index,10.72,11.66,,3.73,21,14,15,24,24,13,8,,Kotak Balanced Advantage Fund-Reg(G),Hybrid : Dynamic Asset Allocation,30,32,30,28,26,20,17,10,4.74,-0.98,1.92,12.42,22.6,11.89,11.84,11.2,,,,,,,,
SBI Multicap Fund-Reg(G),46405,SBI Mutual Fund,-0.33,3.79,16.18,30.33,Nifty500 Multicap 50:25:25 - TRI,,,,7.44,15,9,10,29,26,,,,SBI Multicap Fund-Reg(G),Equity : Multi Cap,37,38,38,37,33,23,16,13,6.78,-1.31,2.94,18.36,37.08,19.32,19.98,16.46,,,,,,,,
SBI Overnight Fund-Reg(G),2787,SBI Mutual Fund,0.53,1.6,3.29,6.66,CRISIL Liquid Overnight Index,5.18,4.66,5.74,2.34,24,16,22,28,26,21,7,2,SBI Overnight Fund-Reg(G),Debt : Overnight,35,35,35,35,32,27,15,3,2.35,0.52,1.6,3.3,6.69,5.19,4.67,5.75,,,,,,,,
Aditya Birla SL ELSS Tax Saver Fund(G),4637,Aditya Birla Sun Life Mutual Fund,-1.24,2.99,15.89,28.46,NIFTY 500 - TRI,10.7,11.18,14.04,5.32,34,34,31,36,43,55,53,23,Aditya Birla SL ELSS Tax Saver Fund(G),Equity : Tax Saving (ELSS),60,60,60,60,59,55,53,27,6.16,-1.15,2.62,17.34,34.5,20.33,19.44,15.78,,,,,,,,
Invesco India Arbitrage Fund(G),2167,Invesco Mutual Fund,0.46,1.76,3.8,7.68,Nifty 50 Arbitrage,5.86,5.37,5.97,2.88,12,14,16,8,7,2,2,3,Invesco India Arbitrage Fund(G),Hybrid : Arbitrage,26,26,26,26,24,24,21,10,2.84,0.45,1.74,3.68,7.43,5.32,5.01,5.86,0.34,1.65,3.8,8.03,5.78,5.05,,7.49
Franklin India Flexi Cap Fund(G),950,Franklin Templeton Mutual Fund,-1.12,4.05,19.34,40.34,NIFTY 500 - TRI,21.87,19.58,16.92,7.56,19,17,17,18,9,7,5,6,Franklin India Flexi Cap Fund(G),Equity : Flexi Cap,46,47,47,45,41,29,26,19,7.05,-1.34,3.22,18.38,34.82,18.28,17.63,15.92,,,,,,,,
Mirae Asset Midcap Fund-Reg(G),43349,Mirae Asset Mutual Fund,-0.58,2.63,19.37,45.15,Nifty Midcap 150 - TRI,22.55,,,6.7,23,17,23,17,16,14,,,Mirae Asset Midcap Fund-Reg(G),Equity : Mid Cap,30,30,30,30,30,25,22,20,9.15,-0.19,4.03,20.09,45.99,23.47,23.27,19.62,,,,,,,,
ICICI Pru Nifty 50 ETF,20803,ICICI Prudential Mutual Fund,-3.01,0.87,13.44,21.55,NIFTY 50 - TRI,15.23,15.42,13.59,1.23,99,99,93,83,79,34,29,8,ICICI Pru Nifty 50 ETF,Equity : ETFs,141,149,145,141,129,76,56,23,5.93,-1.65,2.08,18.87,34.31,17.92,16.84,13.52,,,,,,,,
Nippon India ELSS Tax Saver Fund(G),2667,Nippon India Mutual Fund,-0.56,3.74,20.57,38.17,NIFTY 500 - TRI,20.42,15.83,14.2,7.58,22,15,24,19,18,22,44,19,Nippon India ELSS Tax Saver Fund(G),Equity : Tax Saving (ELSS),60,60,60,60,59,55,53,27,6.16,-1.15,2.62,17.34,34.5,20.33,19.44,15.78,,,,,,,,
ICICI Pru Flexicap Fund(G),45492,ICICI Prudential Mutual Fund,-1.65,4.94,19.66,35.77,S&P BSE 500 - TRI,,,,8.26,16,28,11,17,14,,,,ICICI Pru Flexicap Fund(G),Equity : Flexi Cap,46,47,47,45,41,29,26,19,7.05,-1.34,3.22,18.38,34.82,18.28,17.63,15.92,-2.04,2.73,18.88,33.21,18.54,18.57,12.44,15.0
DSP ELSS Tax Saver Fund-Reg(G),745,DSP Mutual Fund,-0.34,3.25,21.05,38.19,NIFTY 500 - TRI,19.49,19.95,17.86,7.21,23,12,28,16,16,27,21,3,DSP ELSS Tax Saver Fund-Reg(G),Equity : Tax Saving (ELSS),60,60,60,60,59,55,53,27,6.16,-1.15,2.62,17.34,34.5,20.33,19.44,15.78,,,,,,,,
Kotak Small Cap Fund(G),2066,Kotak Mahindra Mutual Fund,0.73,3.23,15.26,37.73,Nifty Smallcap 250 - TRI,22.46,27.38,21.64,5.05,15,5,6,13,19,19,7,5,Kotak Small Cap Fund(G),Equity : Small Cap,27,27,27,26,24,22,19,11,6.04,-0.42,1.29,15.8,44.82,26.07,26.68,21.23,,,,,,,,
Kotak Bond Short Term Fund(G),1971,Kotak Mahindra Mutual Fund,0.52,1.61,3.51,6.41,Nifty Short Duration Debt Index,4.88,6.35,7.06,2.55,7,9,12,13,13,12,7,8,Kotak Bond Short Term Fund(G),Debt : Short Duration,26,27,26,26,26,22,21,19,2.36,0.48,1.55,3.4,6.26,5.4,5.86,6.85,,,,,,,,
Nippon India Arbitrage Fund(G),12938,Nippon India Mutual Fund,0.48,1.81,3.79,7.58,Nifty 50 Arbitrage,5.53,5.2,6.02,2.94,7,7,6,9,11,8,8,2,Nippon India Arbitrage Fund(G),Hybrid : Arbitrage,26,26,26,26,24,24,21,10,2.84,0.45,1.74,3.68,7.43,5.32,5.01,5.86,0.34,1.65,3.8,8.03,5.78,5.05,,7.49
Nippon India Money Market Fund(G),2628,Nippon India Mutual Fund,0.57,2.02,3.84,7.55,Nifty Money Market Index,5.87,6.02,6.91,2.86,2,4,3,3,3,1,4,3,Nippon India Money Market Fund(G),Debt : Money Market,22,22,22,22,21,17,14,13,2.71,0.55,1.91,3.66,7.21,5.55,5.77,6.7,,,,,,,,
HSBC Small Cap Fund-Reg(G),22139,HSBC Mutual Fund,0.66,1.93,15.81,46.03,Nifty Smallcap 250 - TRI,30.38,25.55,,6.92,14,6,10,11,8,4,12,,HSBC Small Cap Fund-Reg(G),Equity : Small Cap,27,27,27,26,24,22,19,11,6.04,-0.42,1.29,15.8,44.82,26.07,26.68,21.23,,,,,,,,
HDFC Floating Rate Debt Fund(G),3728,HDFC Mutual Fund,0.58,2.1,3.87,7.83,CRISIL Short Duration Debt Index,5.97,6.78,7.46,2.91,5,5,4,6,5,1,2,2,HDFC Floating Rate Debt Fund(G),Debt : Floater,13,13,13,13,13,10,6,5,2.78,0.57,1.95,3.79,7.44,5.58,6.41,7.11,,,,,,,,
HDFC ELSS Tax saver(G),1329,HDFC Mutual Fund,-1.0,4.2,22.04,41.27,NIFTY 500 - TRI,25.64,18.31,14.89,8.31,18,24,19,11,11,9,27,16,HDFC ELSS Tax saver(G),Equity : Tax Saving (ELSS),60,60,60,60,59,55,53,27,6.16,-1.15,2.62,17.34,34.5,20.33,19.44,15.78,,,,,,,,
Bandhan Banking & PSU Debt Fund-Reg(G),20747,Bandhan Mutual Fund,0.5,1.62,3.44,6.29,NIFTY Banking and PSU Debt Index,5.02,6.97,7.32,2.43,27,9,18,24,18,11,5,9,Bandhan Banking & PSU Debt Fund-Reg(G),Debt : Banking & PSU,27,27,27,26,26,22,16,15,2.61,0.48,1.63,3.61,6.45,5.03,6.68,7.22,,,,,,,,
DSP Small Cap Fund-Reg(G),714,DSP Mutual Fund,-1.49,-0.38,11.96,41.07,S&P BSE 250 Small Cap - TRI,24.76,25.11,22.22,2.6,24,23,21,21,12,15,14,4,DSP Small Cap Fund-Reg(G),Equity : Small Cap,27,27,27,26,24,22,19,11,6.04,-0.42,1.29,15.8,44.82,26.07,26.68,21.23,-2.01,0.55,19.68,53.2,26.38,24.33,9.19,17.4
UTI Money Market Fund-Reg(G),7914,UTI Mutual Fund,0.57,1.98,3.81,7.56,CRISIL Money Market Index,5.85,5.99,6.91,2.81,8,3,8,7,2,3,5,4,UTI Money Market Fund-Reg(G),Debt : Money Market,22,22,22,22,21,17,14,13,2.71,0.55,1.91,3.66,7.21,5.55,5.77,6.7,,,,,,,,
Axis Focused 25 Fund-Reg(G),15557,Axis Mutual Fund,-4.35,3.92,14.51,22.14,NIFTY 500 - TRI,7.62,12.59,14.02,4.84,29,37,9,33,32,23,16,12,Axis Focused 25 Fund-Reg(G),Equity : Multi Cap,37,38,38,37,33,23,16,13,6.78,-1.31,2.94,18.36,37.08,19.32,19.98,16.46,,,,,,,,
HDFC Ultra Short Term Fund-Reg(G),39949,HDFC Mutual Fund,0.59,1.94,3.65,7.17,CRISIL Ultra Short Term Debt Index,5.45,5.78,,2.74,5,3,4,5,7,8,4,,HDFC Ultra Short Term Fund-Reg(G),Debt : Ultra Short Duration,24,24,24,24,24,24,18,13,2.59,0.54,1.81,3.47,6.84,5.28,5.41,6.41,,,,,,,,
HDFC Index Fund-NIFTY 50 Plan(G)(Post Addendum),12633,HDFC Mutual Fund,-3.04,0.81,13.25,21.08,NIFTY 50 - TRI,14.75,14.9,13.18,1.72,75,87,62,68,64,22,10,5,HDFC Index Fund-NIFTY 50 Plan(G)(Post Addendum),Equity : Index Funds,106,116,109,104,91,40,23,18,7.19,-1.6,2.3,20.96,39.07,17.53,15.63,13.07,,,,,,,,
Bandhan Corp Bond Fund-Reg(G),31896,Bandhan Mutual Fund,0.52,1.46,3.15,6.58,NIFTY Corporate Bond Index,4.73,6.4,,2.25,21,8,21,21,9,14,12,,Bandhan Corp Bond Fund-Reg(G),Debt : Corporate Bond,21,21,21,21,21,19,18,12,2.61,0.49,1.66,3.61,6.54,4.99,6.49,7.3,,,,,,,,
Axis Banking & PSU Debt Fund-Reg(G),16903,Axis Mutual Fund,0.45,1.65,3.41,6.31,NIFTY Banking and PSU Debt Index,5.01,6.58,7.35,2.52,22,20,12,25,17,12,11,8,Axis Banking & PSU Debt Fund-Reg(G),Debt : Banking & PSU,27,27,27,26,26,22,16,15,2.61,0.48,1.63,3.61,6.45,5.03,6.68,7.22,,,,,,,,
Bandhan Liquid Fund-Reg(G),1032,Bandhan Mutual Fund,0.54,1.84,3.65,7.21,Nifty Liquid Fund Index,5.52,5.09,6.36,2.63,25,24,18,22,18,17,23,21,Bandhan Liquid Fund-Reg(G),Debt : Liquid,37,37,37,37,36,35,34,29,2.61,0.54,1.81,3.61,7.14,5.47,5.08,6.32,,,,,,,,
HDFC Multi Cap Fund-Reg(G),46093,HDFC Mutual Fund,-1.1,2.06,18.86,43.51,Nifty500 Multicap 50:25:25 - TRI,,,,6.59,22,14,25,17,10,,,,HDFC Multi Cap Fund-Reg(G),Equity : Multi Cap,37,38,38,37,33,23,16,13,6.78,-1.31,2.94,18.36,37.08,19.32,19.98,16.46,,,,,,,,
BHARAT Bond ETF - April 2031,45008,Edelweiss Mutual Fund,0.21,1.71,4.4,6.66,NIFTY BHARAT Bond Index - April 2031,5.61,,,3.2,3,26,9,7,7,2,,,BHARAT Bond ETF - April 2031,Debt : ETFs,22,26,25,22,17,13,6,1,2.38,0.52,1.55,3.71,6.58,4.85,5.15,5.07,,,,,,,,
ICICI Pru ELSS Tax Saver Fund(G),1694,ICICI Prudential Mutual Fund,-1.86,2.98,16.64,31.54,NIFTY 500 - TRI,17.68,16.43,15.17,6.01,29,45,32,29,35,35,41,14,ICICI Pru ELSS Tax Saver Fund(G),Equity : Tax Saving (ELSS),60,60,60,60,59,55,53,27,6.16,-1.15,2.62,17.34,34.5,20.33,19.44,15.78,,,,,,,,
Kotak Savings Fund(G),1995,Kotak Mahindra Mutual Fund,0.54,1.87,3.51,6.96,NIFTY Ultra Short Duration Debt Index,5.33,5.57,6.75,2.64,11,12,10,12,11,12,8,6,Kotak Savings Fund(G),Debt : Ultra Short Duration,24,24,24,24,24,24,18,13,2.59,0.54,1.81,3.47,6.84,5.28,5.41,6.41,,,,,,,,
ICICI Pru Large & Mid Cap Fund(G),1608,ICICI Prudential Mutual Fund,-0.85,4.19,23.36,41.67,NIFTY LargeMidcap 250 - TRI,25.75,21.78,16.19,10.45,8,10,10,5,8,2,3,11,ICICI Pru Large & Mid Cap Fund(G),Equity : Large & Mid Cap,27,29,27,26,26,26,22,18,8.15,-1.05,3.59,19.73,37.92,20.41,19.49,16.87,,,,,,,,
HDFC Short Term Debt Fund(G),11925,HDFC Mutual Fund,0.57,1.83,3.9,7.12,CRISIL Short Duration Debt Index,5.43,7.0,7.59,2.82,2,3,2,2,3,6,2,2,HDFC Short Term Debt Fund(G),Debt : Short Duration,26,27,26,26,26,22,21,19,2.36,0.48,1.55,3.4,6.26,5.4,5.86,6.85,,,,,,,,
SBI Short Term Debt Fund-Reg(G),2843,SBI Mutual Fund,0.49,1.64,3.48,6.44,CRISIL Short Duration Debt Index,5.01,6.39,7.11,2.48,11,13,10,15,12,10,6,7,SBI Short Term Debt Fund-Reg(G),Debt : Short Duration,26,27,26,26,26,22,21,19,2.36,0.48,1.55,3.4,6.26,5.4,5.86,6.85,,,,,,,,
Aditya Birla SL Floating Rate Fund(G),7727,Aditya Birla Sun Life Mutual Fund,0.54,2.05,3.82,7.53,NIFTY Low Duration Debt Index,5.86,6.59,7.46,2.82,7,11,6,7,7,3,4,1,Aditya Birla SL Floating Rate Fund(G),Debt : Floater,13,13,13,13,13,10,6,5,2.78,0.57,1.95,3.79,7.44,5.58,6.41,7.11,,,,,,,,
Franklin India Smaller Cos Fund(G),952,Franklin Templeton Mutual Fund,1.14,4.29,19.67,52.56,Nifty Smallcap 250 - TRI,30.87,24.54,21.04,7.43,10,2,2,5,5,3,15,6,Franklin India Smaller Cos Fund(G),Equity : Small Cap,27,27,27,26,24,22,19,11,6.04,-0.42,1.29,15.8,44.82,26.07,26.68,21.23,,,,,,,,
ICICI Pru Ultra Short Term Fund Fund(G),12454,ICICI Prudential Mutual Fund,0.56,1.94,3.68,7.19,NIFTY Ultra Short Duration Debt Index,5.58,6.05,7.67,2.76,3,8,3,4,5,6,3,1,ICICI Pru Ultra Short Term Fund Fund(G),Debt : Ultra Short Duration,24,24,24,24,24,24,18,13,2.59,0.54,1.81,3.47,6.84,5.28,5.41,6.41,,,,,,,,
UTI Large Cap Fund-Reg(G),3626,UTI Mutual Fund,-2.29,2.09,12.8,23.66,S&P BSE 100 - TRI,13.62,15.1,13.67,2.65,33,19,25,31,30,27,21,18,UTI Large Cap Fund-Reg(G),Equity : Large Cap,36,37,37,36,36,33,31,28,6.15,-2.22,2.89,17.95,30.27,16.32,15.89,14.24,-2.29,2.67,16.87,26.66,16.86,16.86,12.13,11.52
ICICI Pru All Seasons Bond Fund(G),8499,ICICI Prudential Mutual Fund,0.57,1.64,3.57,6.91,NIFTY Composite Bond Index,5.78,7.6,8.75,2.42,20,6,2,18,3,5,1,1,ICICI Pru All Seasons Bond Fund(G),Debt : Dynamic Bond,22,22,22,22,22,21,21,18,2.85,0.51,1.26,4.04,6.27,5.17,6.41,7.3,,,,,,,,
Canara Rob Flexi Cap Fund-Reg(G),526,Canara Robeco Mutual Fund,-2.33,3.02,15.87,26.25,S&P BSE 500 - TRI,15.69,17.28,14.85,4.93,33,40,23,30,35,20,13,13,Canara Rob Flexi Cap Fund-Reg(G),Equity : Flexi Cap,46,47,47,45,41,29,26,19,7.05,-1.34,3.22,18.38,34.82,18.28,17.63,15.92,-2.04,2.73,18.88,33.21,18.54,18.57,12.44,15.0
Aditya Birla SL Low Duration Fund(G),440,Aditya Birla Sun Life Mutual Fund,0.51,1.81,3.43,6.8,NIFTY Low Duration Debt Index,5.26,6.01,6.86,2.53,18,17,13,16,13,9,4,7,Aditya Birla SL Low Duration Fund(G),Debt : Low Duration,20,20,20,20,20,20,20,18,2.63,0.54,1.84,3.54,6.94,5.35,5.41,6.6,,,,,,,,
Kotak Corporate Bond Fund(G),265,Kotak Mahindra Mutual Fund,0.56,1.71,3.73,6.86,NIFTY Corporate Bond Index,5.37,6.59,7.82,2.73,6,2,7,5,5,5,8,4,Kotak Corporate Bond Fund(G),Debt : Corporate Bond,21,21,21,21,21,19,18,12,2.61,0.49,1.66,3.61,6.54,4.99,6.49,7.3,,,,,,,,
Axis Growth Opp Fund-Reg(G),38080,Axis Mutual Fund,-1.73,5.25,18.56,35.99,NIFTY LargeMidcap 250 - TRI,18.48,21.61,,10.23,9,24,7,16,16,20,4,,Axis Growth Opp Fund-Reg(G),Equity : Large & Mid Cap,27,29,27,26,26,26,22,18,8.15,-1.05,3.59,19.73,37.92,20.41,19.49,16.87,,,,,,,,
HSBC Value Fund-Reg(G),8262,HSBC Mutual Fund,-1.68,2.19,22.48,47.63,NIFTY 500 - TRI,25.68,21.91,20.16,9.41,5,14,15,7,4,4,6,1,HSBC Value Fund-Reg(G),Equity : Value / Contra,22,22,22,22,21,18,17,14,8.43,-1.4,2.3,22.19,42.83,22.24,19.92,17.38,,,,,,,,
Aditya Birla SL Arbitrage Fund(G),7889,Aditya Birla Sun Life Mutual Fund,0.45,1.79,3.77,7.59,Nifty 50 Arbitrage - TRI,5.5,5.18,5.84,2.87,15,15,12,11,10,10,10,7,Aditya Birla SL Arbitrage Fund(G),Hybrid : Arbitrage,26,26,26,26,24,24,21,10,2.84,0.45,1.74,3.68,7.43,5.32,5.01,5.86,,,,,,,,
Aditya Birla SL Savings Fund-Reg(G),468,Aditya Birla Sun Life Mutual Fund,0.59,1.98,3.77,7.45,NIFTY Ultra Short Duration Debt Index,5.77,6.21,7.3,2.83,2,1,2,1,1,3,2,3,Aditya Birla SL Savings Fund-Reg(G),Debt : Ultra Short Duration,24,24,24,24,24,24,18,13,2.59,0.54,1.81,3.47,6.84,5.28,5.41,6.41,,,,,,,,
Axis Flexi Cap Fund-Reg(G),38212,Axis Mutual Fund,-0.7,6.16,17.26,28.37,NIFTY 500 - TRI,13.19,15.38,,6.86,22,9,6,25,31,27,18,,Axis Flexi Cap Fund-Reg(G),Equity : Flexi Cap,46,47,47,45,41,29,26,19,7.05,-1.34,3.22,18.38,34.82,18.28,17.63,15.92,,,,,,,,
BHARAT Bond ETF - April 2025,45007,Edelweiss Mutual Fund,0.6,1.99,3.79,7.17,NIFTY BHARAT Bond Index - April 2025,5.13,,,2.83,9,8,2,12,1,4,,,BHARAT Bond ETF - April 2025,Debt : ETFs,22,26,25,22,17,13,6,1,2.38,0.52,1.55,3.71,6.58,4.85,5.15,5.07,,,,,,,,
ICICI Pru Multicap Fund(G),1677,ICICI Prudential Mutual Fund,-1.34,3.05,21.76,43.48,Nifty500 Multicap 50:25:25 - TRI,23.29,18.93,16.77,8.15,11,18,16,7,11,4,10,7,ICICI Pru Multicap Fund(G),Equity : Multi Cap,37,38,38,37,33,23,16,13,6.78,-1.31,2.94,18.36,37.08,19.32,19.98,16.46,,,,,,,,
HDFC Arbitrage-WP(G),1103,HDFC Mutual Fund,0.48,1.8,3.83,7.65,Nifty 50 Arbitrage,5.53,5.07,5.75,2.93,8,9,7,4,8,9,15,9,HDFC Arbitrage-WP(G),Hybrid : Arbitrage,26,26,26,26,24,24,21,10,2.84,0.45,1.74,3.68,7.43,5.32,5.01,5.86,0.34,1.65,3.8,8.03,5.78,5.05,,7.49
ICICI Pru Technology Fund(G),1695,ICICI Prudential Mutual Fund,-3.58,-7.81,11.35,28.07,S&P BSE TECk Index - TRI,14.07,23.57,18.82,-1.15,6,5,6,5,3,4,1,2,ICICI Pru Technology Fund(G),Equity : Sectoral - Technology,7,9,7,7,5,5,5,4,0.94,-3.66,-5.84,13.46,32.47,15.02,22.52,18.33,-3.83,-7.45,11.96,25.87,11.13,17.54,13.71,-4.86
DSP Equity Opportunities Fund-Reg(G),716,DSP Mutual Fund,0.15,3.9,21.5,41.32,NIFTY LargeMidcap 250 - TRI,19.2,19.72,17.43,7.97,13,3,13,10,10,17,9,6,DSP Equity Opportunities Fund-Reg(G),Equity : Large & Mid Cap,27,29,27,26,26,26,22,18,8.15,-1.05,3.59,19.73,37.92,20.41,19.49,16.87,,,,,,,,
Franklin India Focused Equity Fund(G),938,Franklin Templeton Mutual Fund,-1.51,4.95,18.82,34.49,NIFTY 500 - TRI,20.82,18.98,18.15,8.65,8,21,6,18,20,9,9,2,Franklin India Focused Equity Fund(G),Equity : Multi Cap,37,38,38,37,33,23,16,13,6.78,-1.31,2.94,18.36,37.08,19.32,19.98,16.46,,,,,,,,
SBI Magnum Ultra Short Duration Fund-Reg(G),2785,SBI Mutual Fund,0.57,1.9,3.64,7.16,CRISIL Ultra Short Term Debt Index,5.43,5.68,6.74,2.7,8,4,7,7,8,9,5,7,SBI Magnum Ultra Short Duration Fund-Reg(G),Debt : Ultra Short Duration,24,24,24,24,24,24,18,13,2.59,0.54,1.81,3.47,6.84,5.28,5.41,6.41,,,,,,,,
HDFC Focused 30 Fund(G),1129,HDFC Mutual Fund,-0.43,5.75,21.06,37.84,NIFTY 500 - TRI,27.86,20.32,15.6,9.05,7,10,4,9,15,2,7,9,HDFC Focused 30 Fund(G),Equity : Multi Cap,37,38,38,37,33,23,16,13,6.78,-1.31,2.94,18.36,37.08,19.32,19.98,16.46,,,,,,,,
Nippon India ETF Nifty 1D Rate Liquid BeES,2155,Nippon India Mutual Fund,0.35,1.1,2.33,5.11,Nifty 1D Rate Index,4.18,3.61,5.07,1.68,20,22,23,22,17,12,6,1,Nippon India ETF Nifty 1D Rate Liquid BeES,Debt : ETFs,22,26,25,22,17,13,6,1,2.38,0.52,1.55,3.71,6.58,4.85,5.15,5.07,0.54,1.63,3.37,6.85,5.35,4.82,,6.68
LIC MF Liquid Fund-Reg(G),2137,LIC Mutual Fund,0.55,1.86,3.7,7.23,CRISIL Liquid Debt Index,5.5,5.16,6.39,2.68,3,8,2,3,12,24,15,16,LIC MF Liquid Fund-Reg(G),Debt : Liquid,37,37,37,37,36,35,34,29,2.61,0.54,1.81,3.61,7.14,5.47,5.08,6.32,,,,,,,,
Edelweiss Balanced Advantage Fund-Reg(G),7912,Edelweiss Mutual Fund,-0.39,2.82,13.9,23.18,NIFTY 50 Hybrid Composite Debt 50:50 Index,12.91,14.62,12.5,6.06,5,6,6,7,9,4,3,2,Edelweiss Balanced Advantage Fund-Reg(G),Hybrid : Dynamic Asset Allocation,30,32,30,28,26,20,17,10,4.74,-0.98,1.92,12.42,22.6,11.89,11.84,11.2,,,,,,,,
Kotak Multicap Fund-Reg(G),45336,Kotak Mahindra Mutual Fund,-1.67,1.58,25.62,53.68,Nifty500 Multicap 50:25:25 - TRI,,,,10.79,4,26,30,2,1,,,,Kotak Multicap Fund-Reg(G),Equity : Multi Cap,37,38,38,37,33,23,16,13,6.78,-1.31,2.94,18.36,37.08,19.32,19.98,16.46,,,,,,,,
BHARAT Bond ETF - April 2032,46127,Edelweiss Mutual Fund,0.35,1.8,4.53,6.74,NIFTY BHARAT Bond Index - April 2032,,,,3.26,2,23,5,3,6,,,,BHARAT Bond ETF - April 2032,Debt : ETFs,22,26,25,22,17,13,6,1,2.38,0.52,1.55,3.71,6.58,4.85,5.15,5.07,,,,,,,,
Sundaram Mid Cap Fund-Reg(G),3067,Sundaram Mutual Fund,0.1,4.4,21.69,50.41,Nifty Midcap 150 - TRI,25.21,20.32,18.56,9.21,12,11,13,8,9,6,18,17,Sundaram Mid Cap Fund-Reg(G),Equity : Mid Cap,30,30,30,30,30,25,22,20,9.15,-0.19,4.03,20.09,45.99,23.47,23.27,19.62,,,,,,,,
Franklin India Prima Fund(G),948,Franklin Templeton Mutual Fund,0.22,4.39,20.55,45.46,Nifty Midcap 150 - TRI,21.31,19.69,18.47,8.34,16,10,14,11,14,20,19,18,Franklin India Prima Fund(G),Equity : Mid Cap,30,30,30,30,30,25,22,20,9.15,-0.19,4.03,20.09,45.99,23.47,23.27,19.62,,,,,,,,
Nippon India ETF Gold BeES,1024,Nippon India Mutual Fund,-0.6,13.77,18.34,15.14,Gold-India,13.12,16.4,8.86,15.28,4,24,17,4,12,11,10,5,Nippon India ETF Gold BeES,Gold : ETFs,25,28,27,23,21,11,11,11,14.59,-0.14,14.72,17.4,12.18,13.41,16.58,8.82,,,,,,,,
Aditya Birla SL Nifty SDL Plus PSU Bond Sep 2026 60:40 Index Fund-Reg(G),45732,Aditya Birla Sun Life Mutual Fund,0.56,1.75,3.78,6.65,Nifty SDL Plus PSU Bond Sep 2026 60:40 Index,,,,2.66,19,12,8,47,10,,,,Aditya Birla SL Nifty SDL Plus PSU Bond Sep 2026 60:40 Index Fund-Reg(G),Debt : Medium to Long Duration,52,52,52,52,52,11,11,11,2.59,0.52,1.56,3.93,6.34,4.88,5.91,6.76,,,,,,,,
UTI Mid Cap Fund-Reg(G),3628,UTI Mutual Fund,-1.17,2.24,13.31,35.93,Nifty Midcap 150 - TRI,20.32,22.33,18.62,5.55,27,22,24,29,27,21,14,15,UTI Mid Cap Fund-Reg(G),Equity : Mid Cap,30,30,30,30,30,25,22,20,9.15,-0.19,4.03,20.09,45.99,23.47,23.27,19.62,,,,,,,,
DSP Flexi Cap Fund-Reg(G),642,DSP Mutual Fund,-0.13,3.48,15.09,31.81,NIFTY 500 - TRI,15.81,18.11,16.03,3.38,39,5,21,34,25,18,9,11,DSP Flexi Cap Fund-Reg(G),Equity : Flexi Cap,46,47,47,45,41,29,26,19,7.05,-1.34,3.22,18.38,34.82,18.28,17.63,15.92,,,,,,,,
